"id","date","day_of_week","sedentary_minutes","lightly_active_minutes","fairly_active_minutes","very_active_minutes","sedentary_active_distance","light_active_distance","moderately_active_distance","very_active_distance","calories","total_steps","total_distance","tracker_distance","logged_activities_distance","steps_total"
2347167796,"4/12/2016","Tue",964,320,13,28,0,4.2,0.62,2,2344,10113,6.83,6.83,0,10113
2347167796,"4/13/2016","Wed",676,195,32,19,0,3.41,1.94,1.66,2038,10352,7.01,7.01,0,10352
2347167796,"4/14/2016","Thu",705,206,48,1,0,3.94,2.74,0.02,2010,10129,6.7,6.7,0,10129
2347167796,"4/15/2016","Fri",720,284,24,1,0,5.43,1.42,0.07,2133,10465,6.92,6.92,0,10465
2347167796,"4/16/2016","Sat",968,268,72,66,0,5.53,4.1,5.45,2670,22244,15.08,15.08,0,22244
2347167796,"4/17/2016","Sun",508,249,7,1,0,3.26,0.28,0.08,1882,5472,3.62,3.62,0,5472
2347167796,"4/18/2016","Mon",678,206,16,11,0,3.79,0.86,0.79,1944,8247,5.45,5.45,0,8247
2347167796,"4/19/2016","Tue",648,382,7,0,0,4.44,0,0,2346,6711,4.44,4.44,0,6711
2347167796,"4/20/2016","Wed",1011,269,43,11,0,4.78,1.81,0.68,2198,10999,7.27,7.27,0,10999
2347167796,"4/21/2016","Thu",761,208,26,23,0,3.38,1.53,1.85,2048,10080,6.75,6.75,0,10080
2347167796,"4/22/2016","Fri",781,206,27,9,0,2.92,1.68,0.56,1946,7804,5.16,5.16,0,7804
2347167796,"4/23/2016","Sat",591,360,35,32,0,7.15,1.45,2.78,2629,16901,11.37,11.37,0,16901
2347167796,"4/24/2016","Sun",584,360,0,0,0,6.26,0,0,2187,9471,6.26,6.26,0,9471
2347167796,"4/25/2016","Mon",653,277,11,15,0,4.6,0.52,1.27,2095,9482,6.38,6.38,0,9482
2347167796,"4/26/2016","Tue",732,227,0,0,0,3.95,0,0,1861,5980,3.95,3.95,0,5980
2347167796,"4/27/2016","Wed",623,295,9,26,0,5.32,0.4,1.86,2194,11423,7.58,7.58,0,11423
2347167796,"4/28/2016","Thu",764,229,0,0,0,3.6,0,0,1854,5439,3.6,3.6,0,5439
2347167796,"4/29/2016","Fri",2,4,0,0,0,0.03,0,0,403,42,0.03,0.03,0,42
2873212765,"4/12/2016","Tue",1061,356,21,2,0,4.88,0.93,0.11,1982,8796,5.91,5.91,0,8796
2873212765,"4/13/2016","Wed",1028,404,8,0,0.02,4.88,0.22,0,2004,7618,5.12,5.12,0,7618
2873212765,"4/14/2016","Thu",1109,331,0,0,0,5.32,0,0,1893,7910,5.32,5.32,0,7910
2873212765,"4/15/2016","Fri",992,448,0,0,0.01,5.69,0,0,2063,8482,5.7,5.7,0,8482
2873212765,"4/16/2016","Sat",1087,305,1,47,0.01,3.51,0.02,3.11,2148,9685,6.65,6.65,0,9685
2873212765,"4/17/2016","Sun",1272,160,8,0,0,1.34,0.35,0,1529,2524,1.7,1.7,0,2524
2873212765,"4/18/2016","Mon",1122,311,6,1,0,4.89,0.28,0.07,1890,7762,5.24,5.24,0,7762
2873212765,"4/19/2016","Tue",1051,389,0,0,0,5.36,0,0,1956,7948,5.37,5.37,0,7948
2873212765,"4/20/2016","Wed",1035,378,5,22,0.01,4.66,0.12,1.51,2094,9202,6.3,6.3,0,9202
2873212765,"4/21/2016","Thu",1057,371,10,2,0.01,5.47,0.37,0.13,1970,8859,5.98,5.98,0,8859
2873212765,"4/22/2016","Fri",1028,366,0,46,0.02,4.42,0,0.46,2241,7286,4.9,4.9,0,7286
2873212765,"4/23/2016","Sat",1077,330,5,28,0.01,4.02,0.23,2.09,2021,9317,6.35,6.35,0,9317
2873212765,"4/24/2016","Sun",1203,190,1,46,0,1.62,0.06,3,1898,6873,4.68,4.68,0,6873
2873212765,"4/25/2016","Mon",1081,359,0,0,0,4.95,0,0,1907,7373,4.95,4.95,0,7373
2873212765,"4/26/2016","Tue",1124,309,5,2,0,5.24,0.18,0.12,1882,8242,5.54,5.54,0,8242
2873212765,"4/27/2016","Wed",1197,197,0,46,0,2.36,0,0,1966,3516,2.36,2.36,0,3516
2873212765,"4/28/2016","Thu",1192,213,7,28,0,2.91,0.34,2.16,1835,7913,5.41,5.41,0,7913
2873212765,"4/29/2016","Fri",1191,206,23,20,0,2.18,1.41,1.36,1780,7365,4.95,4.95,0,7365
2873212765,"4/30/2016","Sat",1167,248,20,5,0.01,4.26,1.08,0.33,1830,8452,5.68,5.68,0,8452
2873212765,"5/1/2016","Sun",1219,196,18,7,0,3.44,1.04,0.49,1739,7399,4.97,4.97,0,7399
2873212765,"5/10/2016","Tue",1067,373,0,0,0.01,5.55,0,0,1962,8275,5.56,5.56,0,8275
2873212765,"5/11/2016","Wed",1121,319,0,0,0.01,4.32,0,0,1826,6440,4.33,4.33,0,6440
2873212765,"5/12/2016","Thu",720,268,0,0,0,5.11,0,0,1431,7566,5.11,5.11,0,7566
2873212765,"5/2/2016","Mon",1099,334,7,0,0.02,4.83,0.21,0,1878,7525,5.06,5.06,0,7525
2873212765,"5/3/2016","Tue",1070,363,6,1,0.01,4.66,0.25,0.06,1906,7412,4.98,4.98,0,7412
2873212765,"5/4/2016","Wed",1020,420,0,0,0,5.56,0,0,2015,8278,5.56,5.56,0,8278
2873212765,"5/5/2016","Thu",1093,311,23,13,0,4.03,0.8,0.78,1971,8314,5.61,5.61,0,8314
2873212765,"5/6/2016","Fri",1065,370,5,0,0.01,4.61,0.12,0,1910,7063,4.75,4.75,0,7063
2873212765,"5/7/2016","Sat",1302,52,11,75,0,0.55,0.55,2.28,1897,4940,3.38,3.38,0,4940
2873212765,"5/8/2016","Sun",1068,326,0,46,0,2.64,0,2.9,2096,8168,5.54,5.54,0,8168
2873212765,"5/9/2016","Mon",1095,345,0,0,0,5.19,0,0,1906,7726,5.19,5.19,0,7726
3372868164,"4/12/2016","Tue",1160,280,0,0,0.01,3.23,0,0,1788,4747,3.24,3.24,0,4747
3372868164,"4/13/2016","Wed",1045,371,8,16,0.02,5.27,0.34,0.99,2093,9715,6.63,6.63,0,9715
3372868164,"4/14/2016","Thu",1039,370,25,6,0.01,4.65,1.03,0.34,2065,8844,6.03,6.03,0,8844
3372868164,"4/15/2016","Fri",1105,335,0,0,0.02,5.06,0,0,1908,7451,5.08,5.08,0,7451
3372868164,"4/16/2016","Sat",1084,356,0,0,0.03,4.7,0,0,1908,6905,4.73,4.73,0,6905
3372868164,"4/17/2016","Sun",1105,322,2,11,0.01,4.36,0.1,1.41,1964,8199,5.88,5.88,0,8199
3372868164,"4/18/2016","Mon",1070,343,7,20,0,3.35,0.2,1.08,2014,6798,4.64,4.64,0,6798
3372868164,"4/19/2016","Tue",1064,376,0,0,0.02,5.24,0,0,1985,7711,5.26,5.26,0,7711
3372868164,"4/20/2016","Wed",1148,274,3,15,0.02,2.38,0.09,0.84,1867,4880,3.33,3.33,0,4880
3372868164,"4/21/2016","Thu",1037,376,9,18,0.01,4.64,0.26,1.15,2124,8857,6.07,6.07,0,8857
3372868164,"4/22/2016","Fri",1234,206,0,0,0.01,2.61,0,0,1669,3843,2.62,2.62,0,3843
3372868164,"4/23/2016","Sat",1115,303,2,20,0,3.58,0.08,1.4,1995,7396,5.07,5.07,0,7396
3372868164,"4/24/2016","Sun",1127,292,7,14,0.02,3.49,0.19,0.89,1921,6731,4.59,4.59,0,6731
3372868164,"4/25/2016","Mon",1024,416,0,0,0,4.09,0,0,2010,5995,4.09,4.09,0,5995
3372868164,"4/26/2016","Tue",1083,333,2,22,0.01,3.87,0.05,1.85,2057,8283,5.79,5.79,0,8283
3372868164,"4/27/2016","Wed",1057,346,13,24,0.01,3.19,0.63,1.58,2095,7904,5.42,5.42,0,7904
3372868164,"4/28/2016","Thu",1055,385,0,0,0,3.76,0,0,1972,5512,3.76,3.76,0,5512
3372868164,"4/29/2016","Fri",1038,402,0,0,0.01,6.22,0,0,2044,9135,6.23,6.23,0,9135
3372868164,"4/30/2016","Sat",1119,300,4,17,0.01,2.42,0.09,1.06,1946,5250,3.58,3.58,0,5250
3372868164,"5/1/2016","Sun",842,172,0,0,0,2.09,0,0,1237,3077,2.1,2.1,0,3077
3977333714,"4/12/2016","Tue",777,131,19,44,0,2.01,0.91,3.06,1450,8856,5.98,5.98,0,8856
3977333714,"4/13/2016","Wed",754,153,46,31,0,2.55,2.13,2.03,1495,10035,6.71,6.71,0,10035
3977333714,"4/14/2016","Thu",801,214,23,5,0,3.82,0.97,0.32,1433,7641,5.11,5.11,0,7641
3977333714,"4/15/2016","Fri",644,183,42,15,0,3.26,1.75,1.05,1468,9010,6.06,6.06,0,9010
3977333714,"4/16/2016","Sat",663,153,83,31,0,2.97,4,2.03,1625,13459,9,9,0,13459
3977333714,"4/17/2016","Sun",600,205,58,11,0,3.92,2.35,0.7,1529,10415,6.97,6.97,0,10415
3977333714,"4/18/2016","Mon",605,214,95,4,0,3.82,3.73,0.25,1584,11663,7.8,7.8,0,11663
3977333714,"4/19/2016","Tue",738,221,67,19,0,3.96,2.45,2.24,1638,12414,8.78,8.78,0,12414
3977333714,"4/20/2016","Wed",845,164,98,2,0,3.28,4.35,0.2,1554,11658,7.83,7.83,0,11658
3977333714,"4/21/2016","Thu",712,242,0,0,0,4.06,0,0,1397,6093,4.08,4.08,0,6093
3977333714,"4/22/2016","Fri",731,188,12,33,0,3.06,0.58,2.33,1481,8911,5.96,5.96,0,8911
3977333714,"4/23/2016","Sat",724,252,92,0,0,3.85,4.22,0,1638,12058,8.07,8.07,0,12058
3977333714,"4/24/2016","Sun",660,129,95,30,0,2.17,4.56,3.27,1655,14112,10,10,0,14112
3977333714,"4/25/2016","Mon",781,133,9,50,0,2.41,0.43,5.62,1570,11177,8.48,8.48,0,11177
3977333714,"4/26/2016","Tue",797,170,95,7,0,2.95,4.22,0.45,1551,11388,7.62,7.62,0,11388
3977333714,"4/27/2016","Wed",714,176,10,0,0,4.62,0.42,0,1377,7193,5.04,5.04,0,7193
3977333714,"4/28/2016","Thu",804,190,8,15,0,3.22,0.29,1.37,1407,7114,4.88,4.88,0,7114
3977333714,"4/29/2016","Fri",744,150,32,36,0,2.71,1.3,3.74,1545,10645,7.75,7.75,0,10645
3977333714,"4/30/2016","Sat",687,194,52,43,0,3.41,2.1,3.69,1650,13238,9.2,9.2,0,13238
3977333714,"5/1/2016","Sun",691,124,40,41,0,2.41,1.98,2.67,1501,10414,7.07,7.07,0,10414
3977333714,"5/10/2016","Tue",676,196,115,1,0,3.31,5.4,0.07,1630,13072,8.78,8.78,0,13072
3977333714,"5/11/2016","Wed",13,9,0,4,0,0.13,0,0.37,52,746,0.5,0.5,0,746
3977333714,"5/2/2016","Mon",713,176,143,24,0,3.02,6.48,1.54,1760,16520,11.05,11.05,0,16520
3977333714,"5/3/2016","Tue",594,258,41,47,0,4.53,1.74,3.32,1710,14335,9.59,9.59,0,14335
3977333714,"5/4/2016","Wed",852,142,96,14,0,2.89,4.58,1.81,1628,13559,9.44,9.44,0,13559
3977333714,"5/5/2016","Thu",680,178,88,14,0,2.71,4.11,1.76,1618,12312,8.58,8.58,0,12312
3977333714,"5/6/2016","Fri",676,168,55,29,0,2.67,2.51,3.11,1590,11677,8.28,8.28,0,11677
3977333714,"5/7/2016","Sat",703,208,86,0,0,3.59,4.13,0,1574,11550,7.73,7.73,0,11550
3977333714,"5/8/2016","Sun",688,171,116,9,0,3.17,5.24,0.68,1633,13585,9.09,9.09,0,13585
3977333714,"5/9/2016","Mon",1159,151,122,8,0,3.55,5.6,0.77,1667,14687,10.08,10.08,0,14687
4020332650,"4/12/2016","Tue",712,331,15,4,0,5.68,0.24,0.15,3654,8539,6.12,6.12,0,8539
4020332650,"4/13/2016","Wed",1440,0,0,0,0,0,0,0,1981,0,0,0,0,0
4020332650,"4/14/2016","Thu",1437,3,0,0,0,0.03,0,0,2011,108,0.08,0.08,0,108
4020332650,"4/15/2016","Fri",1299,87,18,36,0,0.77,0.36,0.21,2951,1882,1.35,1.35,0,1882
4020332650,"4/16/2016","Sat",1222,55,21,65,0,0.59,0.37,0.45,3051,1982,1.42,1.42,0,1982
4020332650,"4/17/2016","Sun",1438,2,0,0,0,0.01,0,0,1990,16,0.01,0.01,0,16
4020332650,"4/18/2016","Mon",1438,2,0,0,0,0.04,0,0,1995,62,0.04,0.04,0,62
4020332650,"4/19/2016","Tue",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/20/2016","Wed",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/21/2016","Thu",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/22/2016","Fri",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/23/2016","Sat",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/24/2016","Sun",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/25/2016","Mon",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/26/2016","Tue",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/27/2016","Wed",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/28/2016","Thu",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/29/2016","Fri",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"4/30/2016","Sat",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"5/1/2016","Sun",1440,0,0,0,0,0,0,0,1980,0,0,0,0,0
4020332650,"5/10/2016","Tue",774,206,0,0,0.04,3.87,0,0,2926,5546,3.98,3.98,0,5546
4020332650,"5/11/2016","Wed",1296,134,8,2,0,2.33,0.17,0.11,2645,3689,2.65,2.65,0,3689
4020332650,"5/12/2016","Thu",721,21,0,0,0,0.41,0,0,1120,590,0.42,0.42,0,590
4020332650,"5/2/2016","Mon",1350,31,11,0,0,0.29,0.04,0,2207,475,0.34,0.34,0,475
4020332650,"5/3/2016","Tue",950,174,0,0,0.05,3.15,0,0,2828,4496,3.22,3.22,0,4496
4020332650,"5/4/2016","Wed",531,346,46,13,0,5.58,1.04,0.67,3879,10252,7.35,7.35,0,10252
4020332650,"5/5/2016","Thu",916,196,42,38,0.07,4.04,1.68,2.62,3429,11728,8.43,8.43,0,11728
4020332650,"5/6/2016","Fri",855,177,0,0,0.01,3.1,0,0,2704,4369,3.13,3.13,0,4369
4020332650,"5/7/2016","Sat",1256,184,0,0,0,3.58,0,0,2975,6132,4.4,4.4,0,6132
4020332650,"5/8/2016","Sun",775,263,0,0,0,4.15,0,0,3089,5862,4.2,4.2,0,5862
4020332650,"5/9/2016","Mon",1225,173,5,3,0,2.94,0.12,0.2,2785,4556,3.27,3.27,0,4556
4057192912,"4/12/2016","Tue",1276,164,0,0,0,3.94,0,0,2286,5394,4.03,4.03,0,5394
4057192912,"4/13/2016","Wed",1280,160,0,0,0,4.37,0,0,2306,5974,4.47,4.47,0,5974
4057192912,"4/14/2016","Thu",1440,0,0,0,0,0,0,0,1776,0,0,0,0,0
4057192912,"4/15/2016","Fri",873,88,6,3,0,2.44,0.26,0.21,1527,3984,2.95,2.95,0,3984
4319703577,"4/12/2016","Tue",1440,0,0,0,0,0,0,0,2115,7753,5.2,5.2,0,7753
4319703577,"4/13/2016","Wed",1234,96,15,8,0,1.31,0.59,0.53,2135,8204,5.5,5.5,0,8204
4319703577,"4/14/2016","Thu",589,339,9,1,0,6.44,0.33,0.11,2302,10210,6.88,6.88,0,10210
4319703577,"4/15/2016","Fri",752,228,0,0,0,3.8,0,0,1985,5664,3.8,3.8,0,5664
4319703577,"4/16/2016","Sat",724,194,0,0,0,3.18,0,0,1884,4744,3.18,3.18,0,4744
4319703577,"4/17/2016","Sun",1363,3,0,0,0,0.02,0,0,1464,29,0.02,0.02,0,29
4319703577,"4/18/2016","Mon",824,58,9,1,0,1.12,0.33,0.07,1632,2276,1.55,1.55,0,2276
4319703577,"4/19/2016","Tue",604,311,0,0,0,5.99,0,0,2200,8925,5.99,5.99,0,8925
4319703577,"4/20/2016","Wed",671,306,18,0,0,5.31,0.68,0,2220,8954,6.01,6.01,0,8954
4319703577,"4/21/2016","Thu",1265,34,0,0,0,0.35,0,0,1792,3702,2.48,2.48,0,3702
4319703577,"4/22/2016","Fri",709,176,19,1,0,2.15,0.81,0.06,1886,4500,3.02,3.02,0,4500
4319703577,"4/23/2016","Sat",546,233,0,0,0,3.31,0,0,1945,4935,3.31,3.31,0,4935
4319703577,"4/24/2016","Sun",692,191,5,1,0,2.47,0.2,0.06,1880,4081,2.74,2.74,0,4081
4319703577,"4/25/2016","Mon",544,390,8,0,0,5.93,0.28,0,2314,9259,6.21,6.21,0,9259
4319703577,"4/26/2016","Tue",649,288,21,8,0,5.15,0.92,0.57,2236,9899,6.64,6.64,0,9899
4319703577,"4/27/2016","Wed",680,300,47,6,0,4.91,1.92,0.41,2324,10780,7.23,7.23,0,10780
4319703577,"4/28/2016","Thu",552,359,8,13,0,5.94,0.33,1.01,2367,10817,7.28,7.28,0,10817
4319703577,"4/29/2016","Fri",624,289,18,6,0,4.12,0.79,0.45,2175,7990,5.36,5.36,0,7990
4319703577,"4/30/2016","Sat",695,196,38,6,0,3.51,1.61,0.4,2092,8221,5.52,5.52,0,8221
4319703577,"5/1/2016","Sun",836,67,0,0,0,0.84,0,0,1593,1251,0.84,0.84,0,1251
4319703577,"5/10/2016","Tue",555,329,12,3,0,5.7,0.46,0.21,2260,9487,6.37,6.37,0,9487
4319703577,"5/11/2016","Wed",574,311,18,3,0,5.18,0.74,0.2,2232,9129,6.13,6.13,0,9129
4319703577,"5/12/2016","Thu",0,2,0,0,0,0.01,0,0,257,17,0.01,0.01,0,17
4319703577,"5/2/2016","Mon",585,344,11,0,0,5.71,0.44,0,2270,9261,6.24,6.24,0,9261
4319703577,"5/3/2016","Tue",669,287,26,8,0,4.83,1.07,0.58,2235,9648,6.47,6.47,0,9648
4319703577,"5/4/2016","Wed",1106,313,13,8,0,5.85,0.58,0.59,2282,10429,7.02,7.02,0,10429
4319703577,"5/5/2016","Thu",957,328,34,27,0,5.45,1.41,2.63,2530,13658,9.49,9.49,0,13658
4319703577,"5/6/2016","Fri",692,314,11,6,0,5.46,0.47,0.41,2266,9524,6.42,6.42,0,9524
4319703577,"5/7/2016","Sat",586,279,28,3,0,4.08,1.05,0.19,2158,7937,5.33,5.33,0,7937
4319703577,"5/8/2016","Sun",603,153,0,0,0,2.46,0,0,1792,3672,2.46,2.46,0,3672
4319703577,"5/9/2016","Mon",490,374,14,2,0,6.25,0.56,0.14,2345,10378,6.96,6.96,0,10378
4388161847,"4/12/2016","Tue",1440,0,0,0,0,0,0,0,2955,10122,7.78,7.78,0,10122
4388161847,"4/13/2016","Wed",1275,150,14,1,0,3.88,0.63,0.06,3092,10993,8.45,8.45,0,10993
4388161847,"4/14/2016","Thu",945,219,35,10,0,5.62,1.07,0.13,2998,8863,6.82,6.82,0,8863
4388161847,"4/15/2016","Fri",837,299,0,0,0,6.73,0,0,3066,8758,6.73,6.73,0,8758
4388161847,"4/16/2016","Sat",609,253,9,6,0,4.45,0.4,0.21,3073,6580,5.06,5.06,0,6580
4388161847,"4/17/2016","Sun",721,201,0,0,0,3.58,0,0,2572,4660,3.58,3.58,0,4660
4388161847,"4/18/2016","Mon",1017,239,8,27,0,5.14,0.4,3.56,3274,11009,9.1,9.1,0,11009
4388161847,"4/19/2016","Tue",704,249,16,20,0,5.77,0.69,1.37,3015,10181,7.83,7.83,0,10181
4388161847,"4/20/2016","Wed",696,228,42,19,0,5.29,1.72,1.1,3083,10553,8.12,8.12,0,10553
4388161847,"4/21/2016","Thu",853,272,12,7,0,6.98,0.39,0.37,3069,10055,7.73,7.73,0,10055
4388161847,"4/22/2016","Fri",945,220,25,77,0,4.92,1.11,3.3,3544,12139,9.34,9.34,0,12139
4388161847,"4/23/2016","Sat",749,215,5,58,0,5.35,0.32,4.5,3306,13236,10.18,10.18,0,13236
4388161847,"4/24/2016","Sun",584,239,8,14,0,6.3,0.51,1.08,2885,10243,7.88,7.88,0,10243
4388161847,"4/25/2016","Mon",1054,301,31,11,0,7.84,1.4,0.73,3288,12961,9.97,9.97,0,12961
4388161847,"4/26/2016","Tue",673,224,23,14,0,5.27,1.06,0.94,2929,9461,7.28,7.28,0,9461
4388161847,"4/27/2016","Wed",684,241,48,11,0,5.39,2.51,0.7,3074,11193,8.61,8.61,0,11193
4388161847,"4/28/2016","Thu",878,234,9,19,0,6.03,0.43,1.29,2969,10074,7.75,7.75,0,10074
4388161847,"4/29/2016","Fri",1175,236,16,13,0,5.42,0.89,0.8,2979,9232,7.1,7.1,0,9232
4388161847,"4/30/2016","Sat",537,300,43,14,0,6.94,2,0.7,3283,12533,9.64,9.64,0,12533
4388161847,"5/1/2016","Sun",579,241,15,12,0,6.2,0.68,1.01,2926,10255,7.89,7.89,0,10255
4388161847,"5/10/2016","Tue",648,267,14,13,0,6.46,0.65,0.81,3061,10299,7.92,7.92,0,10299
4388161847,"5/11/2016","Wed",858,256,18,8,0,6.53,0.79,0.53,2954,10201,7.84,7.84,0,10201
4388161847,"5/12/2016","Thu",825,108,0,0,0,2.59,0,0,1623,3369,2.59,2.59,0,3369
4388161847,"5/2/2016","Mon",935,204,4,33,0,4.55,0.08,3.77,3147,10096,8.4,8.4,0,10096
4388161847,"5/3/2016","Tue",984,306,18,18,0,7.88,0.78,1.13,3290,12727,9.79,9.79,0,12727
4388161847,"5/4/2016","Wed",632,251,21,35,0,5.8,0.93,2.79,3162,12375,9.52,9.52,0,12375
4388161847,"5/5/2016","Thu",896,199,39,12,0,5.09,1.67,0.63,2899,9603,7.38,7.38,0,9603
4388161847,"5/6/2016","Fri",1100,262,45,33,0,5.93,2.09,2.11,3425,13175,10.13,10.13,0,13175
4388161847,"5/7/2016","Sat",508,260,56,120,0,5.33,2.77,9.45,4022,22770,17.54,17.54,0,22770
4388161847,"5/8/2016","Sun",576,178,38,107,0,3.23,1.26,9.89,3934,17298,14.38,14.38,0,17298
4388161847,"5/9/2016","Mon",1020,258,19,6,0,6.79,0.73,0.34,3013,10218,7.86,7.86,0,10218
4445114986,"4/12/2016","Tue",787,196,0,0,0,2.2,0,0,2113,3276,2.2,2.2,0,3276
4445114986,"4/13/2016","Wed",840,194,0,0,0,1.99,0,0,2095,2961,1.99,1.99,0,2961
4445114986,"4/14/2016","Thu",717,231,0,0,0,2.67,0,0,2194,3974,2.67,2.67,0,3974
4445114986,"4/15/2016","Fri",711,350,0,0,0,4.83,0,0,2496,7198,4.83,4.83,0,7198
4445114986,"4/16/2016","Sat",716,225,0,0,0,2.65,0,0,2180,3945,2.65,2.65,0,3945
4445114986,"4/17/2016","Sun",1219,114,0,0,0,1.52,0,0,1933,2268,1.52,1.52,0,2268
4445114986,"4/18/2016","Mon",1247,162,6,25,0,1.95,0.29,2,2248,6155,4.24,4.24,0,6155
4445114986,"4/19/2016","Tue",895,121,0,0,0,1.39,0,0,1954,2064,1.39,1.39,0,2064
4445114986,"4/20/2016","Wed",841,137,0,0,0,1.39,0,0,1974,2072,1.39,1.39,0,2072
4445114986,"4/21/2016","Thu",756,215,0,0,0,2.54,0,0,2150,3809,2.56,2.56,0,3809
4445114986,"4/22/2016","Fri",706,317,0,0,0,4.58,0,0,2432,6831,4.58,4.58,0,6831
4445114986,"4/23/2016","Sat",1239,201,0,0,0,2.93,0,0,2149,4363,2.93,2.93,0,4363
4445114986,"4/24/2016","Sun",1196,244,0,0,0,3.36,0,0,2247,5002,3.36,3.36,0,5002
4445114986,"4/25/2016","Mon",916,179,0,0,0,2.27,0,0,2070,3385,2.27,2.27,0,3385
4445114986,"4/26/2016","Tue",839,180,1,29,0,1.96,0.04,2.41,2291,6326,4.41,4.41,0,6326
4445114986,"4/27/2016","Wed",839,194,1,32,0,2.38,0.03,2.62,2361,7243,5.03,5.03,0,7243
4445114986,"4/28/2016","Thu",762,236,0,0,0,3.01,0,0,2203,4493,3.01,3.01,0,4493
4445114986,"4/29/2016","Fri",1106,226,0,0,0,3.13,0,0,2196,4676,3.14,3.14,0,4676
4445114986,"4/30/2016","Sat",797,290,0,0,0,4.18,0,0,2363,6222,4.18,4.18,0,6222
4445114986,"5/1/2016","Sun",741,240,0,0,0,3.51,0,0,2246,5232,3.51,3.51,0,5232
4445114986,"5/10/2016","Tue",783,231,0,0,0,2.63,0,0,2181,3915,2.63,2.63,0,3915
4445114986,"5/11/2016","Wed",622,232,22,34,0,2.86,1,2.25,2499,9105,6.11,6.11,0,9105
4445114986,"5/12/2016","Thu",380,58,0,0,0,0.52,0,0,1212,768,0.52,0.52,0,768
4445114986,"5/2/2016","Mon",667,200,4,27,0,2.35,0.19,2.21,2336,6910,4.75,4.75,0,6910
4445114986,"5/3/2016","Tue",725,233,2,30,0,2.58,0.11,2.48,2421,7502,5.18,5.18,0,7502
4445114986,"5/4/2016","Wed",897,180,0,0,0,1.96,0,0,2070,2923,1.96,1.96,0,2923
4445114986,"5/5/2016","Thu",734,185,6,2,0,2.18,0.24,0.12,2120,3800,2.55,2.55,0,3800
4445114986,"5/6/2016","Fri",809,229,0,0,0,3.03,0,0,2211,4514,3.03,3.03,0,4514
4445114986,"5/7/2016","Sat",866,108,4,26,0,1.25,0.19,2.13,2123,5183,3.59,3.59,0,5183
4445114986,"5/8/2016","Sun",733,308,8,0,0,4.65,0.25,0,2423,7303,4.9,4.9,0,7303
4445114986,"5/9/2016","Mon",641,266,0,0,0,3.54,0,0,2281,5275,3.54,3.54,0,5275
4558609924,"4/12/2016","Tue",1122,318,0,0,0,3.39,0,0,1909,5135,3.39,3.39,0,5135
4558609924,"4/13/2016","Wed",1287,127,7,19,0,1.61,0.44,1.24,1722,4978,3.29,3.29,0,4978
4558609924,"4/14/2016","Thu",1161,279,0,0,0,4.49,0,0,1922,6799,4.49,4.49,0,6799
4558609924,"4/15/2016","Fri",1131,262,30,17,0,3.73,0.84,0.59,2121,7795,5.15,5.15,0,7795
4558609924,"4/16/2016","Sat",1112,308,12,8,0,3.5,0.75,0.55,1997,7289,4.82,4.82,0,7289
4558609924,"4/17/2016","Sun",1110,304,19,7,0,4.71,1.14,0.55,2117,9634,6.4,6.4,0,9634
4558609924,"4/18/2016","Mon",1080,331,15,14,0,4,0.93,0.98,2116,8940,5.91,5.91,0,8940
4558609924,"4/19/2016","Tue",1182,248,9,1,0,3.16,0.36,0.05,1876,5401,3.57,3.57,0,5401
4558609924,"4/20/2016","Wed",1218,222,0,0,0,3.17,0,0,1788,4803,3.17,3.17,0,4803
4558609924,"4/21/2016","Thu",844,432,21,6,0,7.7,0.97,0.42,2486,13743,9.08,9.08,0,13743
4558609924,"4/22/2016","Fri",1122,273,25,20,0,3.47,1.5,1.37,2094,9601,6.35,6.35,0,9601
4558609924,"4/23/2016","Sat",1122,308,5,5,0,4.01,0.2,0.34,2085,6890,4.55,4.55,0,6890
4558609924,"4/24/2016","Sun",1045,395,0,0,0,5.65,0,0,2173,8563,5.66,5.66,0,8563
4558609924,"4/25/2016","Mon",993,340,10,18,0,4.51,0.25,0.59,2225,8095,5.35,5.35,0,8095
4558609924,"4/26/2016","Tue",1062,283,41,12,0,3.59,2.03,0.43,2223,9148,6.05,6.05,0,9148
4558609924,"4/27/2016","Wed",1087,312,14,27,0,3.46,0.89,1.96,2098,9557,6.32,6.32,0,9557
4558609924,"4/28/2016","Thu",985,367,11,1,0,5.95,0.27,0.02,2185,9451,6.25,6.25,0,9451
4558609924,"4/29/2016","Fri",1096,197,29,15,0,2.31,1.85,1.02,1918,7833,5.18,5.18,0,7833
4558609924,"4/30/2016","Sat",1111,293,29,7,0,4.46,1.89,0.47,2105,10319,6.82,6.82,0,10319
