id,date,day_of_week,calories
7007744171,5/6/2016,Fri,2553
7007744171,5/7/2016,Sat,120
7086361926,4/12/2016,Tue,2772
7086361926,4/13/2016,Wed,2516
7086361926,4/14/2016,Thu,2734
7086361926,4/15/2016,Fri,2395
7086361926,4/16/2016,Sat,1635
7086361926,4/17/2016,Sun,1629
7086361926,4/18/2016,Mon,2743
7086361926,4/19/2016,Tue,2944
7086361926,4/20/2016,Wed,2997
7086361926,4/21/2016,Thu,2463
7086361926,4/22/2016,Fri,2846
7086361926,4/23/2016,Sat,1965
7086361926,4/24/2016,Sun,2049
7086361926,4/25/2016,Mon,2752
7086361926,4/26/2016,Tue,2781
7086361926,4/27/2016,Wed,2693
7086361926,4/28/2016,Thu,2862
7086361926,4/29/2016,Fri,2616
7086361926,4/30/2016,Sat,2995
7086361926,5/1/2016,Sun,2730
7086361926,5/2/2016,Mon,2754
7086361926,5/3/2016,Tue,2754
7086361926,5/4/2016,Wed,2655
7086361926,5/5/2016,Thu,2386
7086361926,5/6/2016,Fri,2924
7086361926,5/7/2016,Sat,2739
7086361926,5/8/2016,Sun,2534
7086361926,5/9/2016,Mon,2960
7086361926,5/10/2016,Tue,2800
7086361926,5/11/2016,Wed,2735
7086361926,5/12/2016,Thu,1199
8053475328,4/12/2016,Tue,3186
8053475328,4/13/2016,Wed,3140
8053475328,4/14/2016,Thu,3411
8053475328,4/15/2016,Fri,3410
8053475328,4/16/2016,Sat,2867
8053475328,4/17/2016,Sun,3213
8053475328,4/18/2016,Mon,3133
8053475328,4/19/2016,Tue,3114
8053475328,4/20/2016,Wed,3043
8053475328,4/21/2016,Thu,3103
8053475328,4/22/2016,Fri,2655
8053475328,4/23/2016,Sat,3554
8053475328,4/24/2016,Sun,3577
8053475328,4/25/2016,Mon,3403
8053475328,4/26/2016,Tue,2846
8053475328,4/27/2016,Wed,2852
8053475328,4/28/2016,Thu,3062
8053475328,4/29/2016,Fri,2794
8053475328,4/30/2016,Sat,2408
8053475328,5/1/2016,Sun,1886
8053475328,5/2/2016,Mon,1988
8053475328,5/3/2016,Tue,3023
8053475328,5/4/2016,Wed,2918
8053475328,5/5/2016,Thu,2950
8053475328,5/6/2016,Fri,2859
8053475328,5/7/2016,Sat,3331
8053475328,5/8/2016,Sun,3589
8053475328,5/9/2016,Mon,2765
8053475328,5/10/2016,Tue,2926
8053475328,5/11/2016,Wed,2809
8053475328,5/12/2016,Thu,1505
8253242879,4/12/2016,Tue,2044
8253242879,4/13/2016,Wed,1935
8253242879,4/14/2016,Thu,1705
8253242879,4/15/2016,Fri,1632
8253242879,4/16/2016,Sat,1880
8253242879,4/17/2016,Sun,2112
8253242879,4/18/2016,Mon,1829
8253242879,4/19/2016,Tue,1763
8253242879,4/20/2016,Wed,1931
8253242879,4/21/2016,Thu,2218
8253242879,4/22/2016,Fri,1651
8253242879,4/23/2016,Sat,2132
8253242879,4/24/2016,Sun,1976
8253242879,4/25/2016,Mon,1909
8253242879,4/26/2016,Tue,1813
8253242879,4/27/2016,Wed,2008
8253242879,4/28/2016,Thu,1580
8253242879,4/29/2016,Fri,1854
8253242879,4/30/2016,Sat,0
8378563200,4/12/2016,Tue,3635
8378563200,4/13/2016,Wed,4079
8378563200,4/14/2016,Thu,4163
8378563200,4/15/2016,Fri,3666
8378563200,4/16/2016,Sat,3363
8378563200,4/17/2016,Sun,2572
8378563200,4/18/2016,Mon,4157
8378563200,4/19/2016,Tue,4092
8378563200,4/20/2016,Wed,3787
8378563200,4/21/2016,Thu,4236
8378563200,4/22/2016,Fri,4044
8378563200,4/23/2016,Sat,2908
8378563200,4/24/2016,Sun,2741
8378563200,4/25/2016,Mon,4005
8378563200,4/26/2016,Tue,3763
8378563200,4/27/2016,Wed,3061
8378563200,4/28/2016,Thu,2884
8378563200,4/29/2016,Fri,2982
8378563200,4/30/2016,Sat,2660
8378563200,5/1/2016,Sun,3369
8378563200,5/2/2016,Mon,3491
8378563200,5/3/2016,Tue,3784
8378563200,5/4/2016,Wed,3110
8378563200,5/5/2016,Thu,3783
8378563200,5/6/2016,Fri,3644
8378563200,5/7/2016,Sat,2799
8378563200,5/8/2016,Sun,2685
8378563200,5/9/2016,Mon,3721
8378563200,5/10/2016,Tue,3586
8378563200,5/11/2016,Wed,3788
8378563200,5/12/2016,Thu,1976
8583815059,4/12/2016,Tue,2650
8583815059,4/13/2016,Wed,2654
8583815059,4/14/2016,Thu,2443
8583815059,4/15/2016,Fri,2505
8583815059,4/16/2016,Sat,2693
8583815059,4/17/2016,Sun,2439
8583815059,4/18/2016,Mon,2536
8583815059,4/19/2016,Tue,2668
8583815059,4/20/2016,Wed,2647
8583815059,4/21/2016,Thu,2883
8583815059,4/22/2016,Fri,2944
8583815059,4/23/2016,Sat,3012
8583815059,4/24/2016,Sun,2889
8583815059,4/25/2016,Mon,2547
8583815059,4/26/2016,Tue,3093
8583815059,4/27/2016,Wed,3142
8583815059,4/28/2016,Thu,2757
8583815059,4/29/2016,Fri,3513
8583815059,4/30/2016,Sat,3164
8583815059,5/1/2016,Sun,2596
8583815059,5/2/2016,Mon,2894
8583815059,5/3/2016,Tue,3212
8583815059,5/4/2016,Wed,2516
8583815059,5/5/2016,Thu,3266
8583815059,5/6/2016,Fri,2683
8583815059,5/7/2016,Sat,2810
8583815059,5/8/2016,Sun,2940
8583815059,5/9/2016,Mon,2947
8583815059,5/10/2016,Tue,2846
8583815059,5/11/2016,Wed,2804
8583815059,5/12/2016,Thu,0
8792009665,4/12/2016,Tue,2044
8792009665,4/13/2016,Wed,1934
8792009665,4/14/2016,Thu,1963
8792009665,4/15/2016,Fri,2009
8792009665,4/16/2016,Sat,1721
8792009665,4/17/2016,Sun,1688
8792009665,4/18/2016,Mon,1688
8792009665,4/19/2016,Tue,1688
8792009665,4/20/2016,Wed,2188
8792009665,4/21/2016,Thu,1720
8792009665,4/22/2016,Fri,2419
8792009665,4/23/2016,Sat,2748
8792009665,4/24/2016,Sun,1799
8792009665,4/25/2016,Mon,1688
8792009665,4/26/2016,Tue,1928
8792009665,4/27/2016,Wed,2067
8792009665,4/28/2016,Thu,2780
8792009665,4/29/2016,Fri,3101
8792009665,4/30/2016,Sat,2896
8792009665,5/1/2016,Sun,1962
8792009665,5/2/2016,Mon,2015
8792009665,5/3/2016,Tue,2297
8792009665,5/4/2016,Wed,2067
8792009665,5/5/2016,Thu,1688
8792009665,5/6/2016,Fri,1688
8792009665,5/7/2016,Sat,1688
8792009665,5/8/2016,Sun,1688
8792009665,5/9/2016,Mon,1688
8792009665,5/10/2016,Tue,57
8877689391,4/12/2016,Tue,3921
8877689391,4/13/2016,Wed,3566
8877689391,4/14/2016,Thu,3793
8877689391,4/15/2016,Fri,3934
8877689391,4/16/2016,Sat,4547
8877689391,4/17/2016,Sun,3545
8877689391,4/18/2016,Mon,2761
8877689391,4/19/2016,Tue,3676
8877689391,4/20/2016,Wed,3679
8877689391,4/21/2016,Thu,3659
8877689391,4/22/2016,Fri,3427
8877689391,4/23/2016,Sat,3891
8877689391,4/24/2016,Sun,3455
8877689391,4/25/2016,Mon,3802
8877689391,4/26/2016,Tue,2860
8877689391,4/27/2016,Wed,3808
8877689391,4/28/2016,Thu,3060
8877689391,4/29/2016,Fri,2698
8877689391,4/30/2016,Sat,4398
8877689391,5/1/2016,Sun,2786
8877689391,5/2/2016,Mon,2189
8877689391,5/3/2016,Tue,2817
8877689391,5/4/2016,Wed,3477
8877689391,5/5/2016,Thu,3052
8877689391,5/6/2016,Fri,4015
8877689391,5/7/2016,Sat,4142
8877689391,5/8/2016,Sun,2847
8877689391,5/9/2016,Mon,3710
8877689391,5/10/2016,Tue,2832
8877689391,5/11/2016,Wed,3832
8877689391,5/12/2016,Thu,1849
