id,date,day_of_week,sedentary_minutes,lightly_active_minutes,fairly_active_minutes,very_active_minutes,sedentary_active_distance,light_active_distance,moderately_active_distance,very_active_distance
3977333714,5/6/2016,Fri,676,168,55,29,0.00,2.67,2.51,3.11
3977333714,5/7/2016,Sat,703,208,86,0,0.00,3.59,4.13,0.00
3977333714,5/8/2016,Sun,688,171,116,9,0.00,3.17,5.24,0.68
3977333714,5/9/2016,Mon,1159,151,122,8,0.00,3.55,5.60,0.77
3977333714,5/10/2016,Tue,676,196,115,1,0.00,3.31,5.40,0.07
3977333714,5/11/2016,Wed,13,9,0,4,0.00,0.13,0.00,0.37
4020332650,4/12/2016,Tue,712,331,15,4,0.00,5.68,0.24,0.15
4020332650,4/13/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/14/2016,Thu,1437,3,0,0,0.00,0.03,0.00,0.00
4020332650,4/15/2016,Fri,1299,87,18,36,0.00,0.77,0.36,0.21
4020332650,4/16/2016,Sat,1222,55,21,65,0.00,0.59,0.37,0.45
4020332650,4/17/2016,Sun,1438,2,0,0,0.00,0.01,0.00,0.00
4020332650,4/18/2016,Mon,1438,2,0,0,0.00,0.04,0.00,0.00
4020332650,4/19/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/20/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/21/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/22/2016,Fri,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/23/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/24/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/25/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/26/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/27/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/28/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/29/2016,Fri,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,4/30/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,5/1/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
4020332650,5/2/2016,Mon,1350,31,11,0,0.00,0.29,0.04,0.00
4020332650,5/3/2016,Tue,950,174,0,0,0.05,3.15,0.00,0.00
4020332650,5/4/2016,Wed,531,346,46,13,0.00,5.58,1.04,0.67
4020332650,5/5/2016,Thu,916,196,42,38,0.07,4.04,1.68,2.62
4020332650,5/6/2016,Fri,855,177,0,0,0.01,3.10,0.00,0.00
4020332650,5/7/2016,Sat,1256,184,0,0,0.00,3.58,0.00,0.00
4020332650,5/8/2016,Sun,775,263,0,0,0.00,4.15,0.00,0.00
4020332650,5/9/2016,Mon,1225,173,5,3,0.00,2.94,0.12,0.20
4020332650,5/10/2016,Tue,774,206,0,0,0.04,3.87,0.00,0.00
4020332650,5/11/2016,Wed,1296,134,8,2,0.00,2.33,0.17,0.11
4020332650,5/12/2016,Thu,721,21,0,0,0.00,0.41,0.00,0.00
4057192912,4/12/2016,Tue,1276,164,0,0,0.00,3.94,0.00,0.00
4057192912,4/13/2016,Wed,1280,160,0,0,0.00,4.37,0.00,0.00
4057192912,4/14/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
4057192912,4/15/2016,Fri,873,88,6,3,0.00,2.44,0.26,0.21
4319703577,4/12/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
4319703577,4/13/2016,Wed,1234,96,15,8,0.00,1.31,0.59,0.53
4319703577,4/14/2016,Thu,589,339,9,1,0.00,6.44,0.33,0.11
4319703577,4/15/2016,Fri,752,228,0,0,0.00,3.80,0.00,0.00
4319703577,4/16/2016,Sat,724,194,0,0,0.00,3.18,0.00,0.00
4319703577,4/17/2016,Sun,1363,3,0,0,0.00,0.02,0.00,0.00
4319703577,4/18/2016,Mon,824,58,9,1,0.00,1.12,0.33,0.07
4319703577,4/19/2016,Tue,604,311,0,0,0.00,5.99,0.00,0.00
4319703577,4/20/2016,Wed,671,306,18,0,0.00,5.31,0.68,0.00
4319703577,4/21/2016,Thu,1265,34,0,0,0.00,0.35,0.00,0.00
4319703577,4/22/2016,Fri,709,176,19,1,0.00,2.15,0.81,0.06
4319703577,4/23/2016,Sat,546,233,0,0,0.00,3.31,0.00,0.00
4319703577,4/24/2016,Sun,692,191,5,1,0.00,2.47,0.20,0.06
4319703577,4/25/2016,Mon,544,390,8,0,0.00,5.93,0.28,0.00
4319703577,4/26/2016,Tue,649,288,21,8,0.00,5.15,0.92,0.57
4319703577,4/27/2016,Wed,680,300,47,6,0.00,4.91,1.92,0.41
4319703577,4/28/2016,Thu,552,359,8,13,0.00,5.94,0.33,1.01
4319703577,4/29/2016,Fri,624,289,18,6,0.00,4.12,0.79,0.45
4319703577,4/30/2016,Sat,695,196,38,6,0.00,3.51,1.61,0.40
4319703577,5/1/2016,Sun,836,67,0,0,0.00,0.84,0.00,0.00
4319703577,5/2/2016,Mon,585,344,11,0,0.00,5.71,0.44,0.00
4319703577,5/3/2016,Tue,669,287,26,8,0.00,4.83,1.07,0.58
4319703577,5/4/2016,Wed,1106,313,13,8,0.00,5.85,0.58,0.59
4319703577,5/5/2016,Thu,957,328,34,27,0.00,5.45,1.41,2.63
4319703577,5/6/2016,Fri,692,314,11,6,0.00,5.46,0.47,0.41
4319703577,5/7/2016,Sat,586,279,28,3,0.00,4.08,1.05,0.19
4319703577,5/8/2016,Sun,603,153,0,0,0.00,2.46,0.00,0.00
4319703577,5/9/2016,Mon,490,374,14,2,0.00,6.25,0.56,0.14
4319703577,5/10/2016,Tue,555,329,12,3,0.00,5.70,0.46,0.21
4319703577,5/11/2016,Wed,574,311,18,3,0.00,5.18,0.74,0.20
4319703577,5/12/2016,Thu,0,2,0,0,0.00,0.01,0.00,0.00
4388161847,4/12/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
4388161847,4/13/2016,Wed,1275,150,14,1,0.00,3.88,0.63,0.06
4388161847,4/14/2016,Thu,945,219,35,10,0.00,5.62,1.07,0.13
4388161847,4/15/2016,Fri,837,299,0,0,0.00,6.73,0.00,0.00
4388161847,4/16/2016,Sat,609,253,9,6,0.00,4.45,0.40,0.21
4388161847,4/17/2016,Sun,721,201,0,0,0.00,3.58,0.00,0.00
4388161847,4/18/2016,Mon,1017,239,8,27,0.00,5.14,0.40,3.56
4388161847,4/19/2016,Tue,704,249,16,20,0.00,5.77,0.69,1.37
4388161847,4/20/2016,Wed,696,228,42,19,0.00,5.29,1.72,1.10
4388161847,4/21/2016,Thu,853,272,12,7,0.00,6.98,0.39,0.37
4388161847,4/22/2016,Fri,945,220,25,77,0.00,4.92,1.11,3.30
4388161847,4/23/2016,Sat,749,215,5,58,0.00,5.35,0.32,4.50
4388161847,4/24/2016,Sun,584,239,8,14,0.00,6.30,0.51,1.08
4388161847,4/25/2016,Mon,1054,301,31,11,0.00,7.84,1.40,0.73
4388161847,4/26/2016,Tue,673,224,23,14,0.00,5.27,1.06,0.94
4388161847,4/27/2016,Wed,684,241,48,11,0.00,5.39,2.51,0.70
4388161847,4/28/2016,Thu,878,234,9,19,0.00,6.03,0.43,1.29
4388161847,4/29/2016,Fri,1175,236,16,13,0.00,5.42,0.89,0.80
4388161847,4/30/2016,Sat,537,300,43,14,0.00,6.94,2.00,0.70
4388161847,5/1/2016,Sun,579,241,15,12,0.00,6.20,0.68,1.01
4388161847,5/2/2016,Mon,935,204,4,33,0.00,4.55,0.08,3.77
4388161847,5/3/2016,Tue,984,306,18,18,0.00,7.88,0.78,1.13
4388161847,5/4/2016,Wed,632,251,21,35,0.00,5.80,0.93,2.79
4388161847,5/5/2016,Thu,896,199,39,12,0.00,5.09,1.67,0.63
4388161847,5/6/2016,Fri,1100,262,45,33,0.00,5.93,2.09,2.11
4388161847,5/7/2016,Sat,508,260,56,120,0.00,5.33,2.77,9.45
4388161847,5/8/2016,Sun,576,178,38,107,0.00,3.23,1.26,9.89
4388161847,5/9/2016,Mon,1020,258,19,6,0.00,6.79,0.73,0.34
4388161847,5/10/2016,Tue,648,267,14,13,0.00,6.46,0.65,0.81
4388161847,5/11/2016,Wed,858,256,18,8,0.00,6.53,0.79,0.53
4388161847,5/12/2016,Thu,825,108,0,0,0.00,2.59,0.00,0.00
4445114986,4/12/2016,Tue,787,196,0,0,0.00,2.20,0.00,0.00
4445114986,4/13/2016,Wed,840,194,0,0,0.00,1.99,0.00,0.00
4445114986,4/14/2016,Thu,717,231,0,0,0.00,2.67,0.00,0.00
4445114986,4/15/2016,Fri,711,350,0,0,0.00,4.83,0.00,0.00
4445114986,4/16/2016,Sat,716,225,0,0,0.00,2.65,0.00,0.00
4445114986,4/17/2016,Sun,1219,114,0,0,0.00,1.52,0.00,0.00
4445114986,4/18/2016,Mon,1247,162,6,25,0.00,1.95,0.29,2.00
4445114986,4/19/2016,Tue,895,121,0,0,0.00,1.39,0.00,0.00
4445114986,4/20/2016,Wed,841,137,0,0,0.00,1.39,0.00,0.00
4445114986,4/21/2016,Thu,756,215,0,0,0.00,2.54,0.00,0.00
4445114986,4/22/2016,Fri,706,317,0,0,0.00,4.58,0.00,0.00
4445114986,4/23/2016,Sat,1239,201,0,0,0.00,2.93,0.00,0.00
4445114986,4/24/2016,Sun,1196,244,0,0,0.00,3.36,0.00,0.00
4445114986,4/25/2016,Mon,916,179,0,0,0.00,2.27,0.00,0.00
4445114986,4/26/2016,Tue,839,180,1,29,0.00,1.96,0.04,2.41
4445114986,4/27/2016,Wed,839,194,1,32,0.00,2.38,0.03,2.62
4445114986,4/28/2016,Thu,762,236,0,0,0.00,3.01,0.00,0.00
4445114986,4/29/2016,Fri,1106,226,0,0,0.00,3.13,0.00,0.00
4445114986,4/30/2016,Sat,797,290,0,0,0.00,4.18,0.00,0.00
4445114986,5/1/2016,Sun,741,240,0,0,0.00,3.51,0.00,0.00
4445114986,5/2/2016,Mon,667,200,4,27,0.00,2.35,0.19,2.21
4445114986,5/3/2016,Tue,725,233,2,30,0.00,2.58,0.11,2.48
4445114986,5/4/2016,Wed,897,180,0,0,0.00,1.96,0.00,0.00
4445114986,5/5/2016,Thu,734,185,6,2,0.00,2.18,0.24,0.12
4445114986,5/6/2016,Fri,809,229,0,0,0.00,3.03,0.00,0.00
4445114986,5/7/2016,Sat,866,108,4,26,0.00,1.25,0.19,2.13
4445114986,5/8/2016,Sun,733,308,8,0,0.00,4.65,0.25,0.00
4445114986,5/9/2016,Mon,641,266,0,0,0.00,3.54,0.00,0.00
4445114986,5/10/2016,Tue,783,231,0,0,0.00,2.63,0.00,0.00
4445114986,5/11/2016,Wed,622,232,22,34,0.00,2.86,1.00,2.25
4445114986,5/12/2016,Thu,380,58,0,0,0.00,0.52,0.00,0.00
4558609924,4/12/2016,Tue,1122,318,0,0,0.00,3.39,0.00,0.00
4558609924,4/13/2016,Wed,1287,127,7,19,0.00,1.61,0.44,1.24
4558609924,4/14/2016,Thu,1161,279,0,0,0.00,4.49,0.00,0.00
4558609924,4/15/2016,Fri,1131,262,30,17,0.00,3.73,0.84,0.59
4558609924,4/16/2016,Sat,1112,308,12,8,0.00,3.50,0.75,0.55
4558609924,4/17/2016,Sun,1110,304,19,7,0.00,4.71,1.14,0.55
4558609924,4/18/2016,Mon,1080,331,15,14,0.00,4.00,0.93,0.98
4558609924,4/19/2016,Tue,1182,248,9,1,0.00,3.16,0.36,0.05
4558609924,4/20/2016,Wed,1218,222,0,0,0.00,3.17,0.00,0.00
4558609924,4/21/2016,Thu,844,432,21,6,0.00,7.70,0.97,0.42
4558609924,4/22/2016,Fri,1122,273,25,20,0.00,3.47,1.50,1.37
4558609924,4/23/2016,Sat,1122,308,5,5,0.00,4.01,0.20,0.34
4558609924,4/24/2016,Sun,1045,395,0,0,0.00,5.65,0.00,0.00
4558609924,4/25/2016,Mon,993,340,10,18,0.00,4.51,0.25,0.59
4558609924,4/26/2016,Tue,1062,283,41,12,0.00,3.59,2.03,0.43
4558609924,4/27/2016,Wed,1087,312,14,27,0.00,3.46,0.89,1.96
4558609924,4/28/2016,Thu,985,367,11,1,0.00,5.95,0.27,0.02
4558609924,4/29/2016,Fri,1096,197,29,15,0.00,2.31,1.85,1.02
4558609924,4/30/2016,Sat,1111,293,29,7,0.00,4.46,1.89,0.47
4558609924,5/1/2016,Sun,1121,190,0,0,0.00,2.27,0.00,0.00
4558609924,5/2/2016,Mon,1057,383,0,0,0.00,5.22,0.00,0.00
4558609924,5/3/2016,Tue,1172,237,10,21,0.00,2.60,0.28,0.60
4558609924,5/4/2016,Wed,1188,252,0,0,0.00,3.46,0.00,0.00
4558609924,5/5/2016,Thu,1048,370,8,14,0.00,5.51,0.50,1.01
4558609924,5/6/2016,Fri,1238,202,0,0,0.00,2.48,0.00,0.00
4558609924,5/7/2016,Sat,1116,233,16,23,0.00,2.83,1.00,1.61
4558609924,5/8/2016,Sun,1019,238,35,66,0.00,2.02,0.50,1.80
4558609924,5/9/2016,Mon,1065,339,30,6,0.00,5.52,1.62,0.43
4558609924,5/10/2016,Tue,1191,220,18,11,0.00,2.39,1.12,0.74
4558609924,5/11/2016,Wed,1081,324,31,4,0.00,3.94,1.82,0.26
4558609924,5/12/2016,Thu,736,247,0,0,0.00,4.17,0.00,0.00
4702921684,4/12/2016,Tue,718,263,0,0,0.00,5.85,0.00,0.00
4702921684,4/13/2016,Wed,777,258,0,0,0.00,5.58,0.00,0.00
4702921684,4/14/2016,Thu,772,271,0,0,0.00,6.37,0.00,0.00
4702921684,4/15/2016,Fri,944,256,8,1,0.00,4.79,0.42,0.07
4702921684,4/16/2016,Sat,556,335,24,3,0.00,7.54,1.25,0.24
4702921684,4/17/2016,Sun,437,302,66,12,0.00,5.88,3.46,0.96
4702921684,4/18/2016,Mon,890,191,30,22,0.00,4.07,1.49,1.82
4702921684,4/19/2016,Tue,757,179,8,10,0.00,4.19,0.37,0.88
4702921684,4/20/2016,Wed,717,260,29,2,0.00,5.73,1.23,0.16
4702921684,4/21/2016,Thu,901,144,41,4,0.00,2.94,2.05,0.31
4702921684,4/22/2016,Fri,1341,72,0,0,0.00,1.35,0.00,0.00
4702921684,4/23/2016,Sat,469,408,66,9,0.00,8.27,3.24,0.76
4702921684,4/24/2016,Sun,542,281,95,15,0.00,5.88,5.12,1.20
4702921684,4/25/2016,Mon,730,270,15,6,0.00,6.11,0.82,0.49
4702921684,4/26/2016,Tue,765,216,8,1,0.00,4.54,0.35,0.07
4702921684,4/27/2016,Wed,733,238,16,1,0.00,4.78,0.80,0.09
4702921684,4/28/2016,Thu,738,232,9,14,0.00,5.77,0.42,1.13
4702921684,4/29/2016,Fri,692,267,19,12,0.00,6.07,0.92,1.06
4702921684,4/30/2016,Sat,728,263,36,4,0.00,5.88,2.03,0.32
4702921684,5/1/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
4702921684,5/2/2016,Mon,1131,195,40,5,0.00,3.76,1.74,0.38
4702921684,5/3/2016,Tue,729,313,0,0,0.00,7.67,0.00,0.00
4702921684,5/4/2016,Wed,757,251,15,4,0.00,5.54,0.73,0.34
4702921684,5/5/2016,Thu,745,241,5,8,0.00,6.09,0.22,0.67
4702921684,5/6/2016,Fri,682,207,16,1,0.00,4.87,0.66,0.08
4702921684,5/7/2016,Sat,577,439,46,5,0.00,8.97,2.31,0.37
4702921684,5/8/2016,Sun,1019,192,125,9,0.00,3.54,6.21,0.68
4702921684,5/9/2016,Mon,746,253,12,0,0.00,6.10,0.57,0.00
4702921684,5/10/2016,Tue,701,262,37,1,0.00,6.65,1.88,0.08
4702921684,5/11/2016,Wed,784,235,41,10,0.00,4.98,2.16,0.78
4702921684,5/12/2016,Thu,241,68,0,0,0.00,2.23,0.00,0.00
5553957443,4/12/2016,Tue,767,277,13,19,0.00,5.41,0.79,1.37
5553957443,4/13/2016,Wed,647,226,0,0,0.00,3.16,0.00,0.00
5553957443,4/14/2016,Thu,693,256,41,61,0.00,4.67,2.45,4.00
5553957443,4/15/2016,Fri,689,239,38,58,0.00,4.71,1.98,4.16
5553957443,4/16/2016,Sat,521,288,0,0,0.00,3.77,0.00,0.00
5553957443,4/17/2016,Sun,943,46,0,0,0.00,0.43,0.00,0.00
5553957443,4/18/2016,Mon,622,206,0,0,0.00,2.43,0.00,0.00
5553957443,4/19/2016,Tue,756,249,28,69,0.00,4.18,1.66,4.28
5553957443,4/20/2016,Wed,598,148,0,0,0.00,1.77,0.00,0.00
5553957443,4/21/2016,Thu,801,177,42,47,0.00,2.96,2.16,2.95
5553957443,4/22/2016,Fri,781,270,16,25,0.00,5.60,0.63,1.38
5553957443,4/23/2016,Sat,443,272,0,0,0.00,2.68,0.00,0.00
5553957443,4/24/2016,Sun,582,104,0,0,0.00,1.18,0.00,0.00
5553957443,4/25/2016,Mon,732,201,11,51,0.00,3.69,0.57,2.93
5553957443,4/26/2016,Tue,750,238,18,40,0.00,4.46,0.93,2.37
5553957443,4/27/2016,Wed,745,206,16,16,0.00,4.74,1.00,1.14
5553957443,4/28/2016,Thu,727,165,13,49,0.00,3.17,0.75,3.71
5553957443,4/29/2016,Fri,709,270,15,46,0.00,4.91,0.64,2.79
5553957443,4/30/2016,Sat,506,84,0,0,0.00,0.78,0.00,0.00
5553957443,5/1/2016,Sun,436,237,0,0,0.00,3.37,0.00,0.00
5553957443,5/2/2016,Mon,724,227,9,23,0.00,4.90,0.41,1.06
5553957443,5/3/2016,Tue,812,247,29,26,0.00,5.68,1.20,1.50
5553957443,5/4/2016,Wed,651,224,0,0,0.00,2.77,0.00,0.00
5553957443,5/5/2016,Thu,692,241,29,44,0.00,4.43,1.66,3.43
5553957443,5/6/2016,Fri,761,229,9,21,0.00,4.23,0.54,1.52
5553957443,5/7/2016,Sat,902,96,0,0,0.00,1.22,0.00,0.00
5553957443,5/8/2016,Sun,505,210,8,3,0.00,3.30,0.47,0.22
5553957443,5/9/2016,Mon,667,251,22,59,0.00,4.56,0.89,2.13
5553957443,5/10/2016,Tue,707,265,40,61,0.00,5.20,1.61,3.87
5553957443,5/11/2016,Wed,628,195,0,0,0.00,3.22,0.00,0.00
5553957443,5/12/2016,Thu,222,48,6,8,0.00,1.06,0.40,0.58
5577150313,4/12/2016,Tue,728,140,16,86,0.00,2.10,0.38,3.60
5577150313,4/13/2016,Wed,776,144,11,15,0.00,3.25,0.22,0.32
5577150313,4/14/2016,Thu,662,176,30,118,0.00,2.78,0.31,3.33
5577150313,4/15/2016,Fri,695,199,54,115,0.00,3.56,1.60,3.92
5577150313,4/16/2016,Sat,472,158,56,184,0.00,2.73,1.28,6.64
5577150313,4/17/2016,Sun,525,159,37,200,0.00,2.32,0.83,5.98
5577150313,4/18/2016,Mon,623,130,32,114,0.00,1.82,0.72,4.86
5577150313,4/19/2016,Tue,733,111,23,108,0.00,1.76,0.64,7.02
5577150313,4/20/2016,Wed,773,113,16,87,0.00,1.76,0.34,4.12
5577150313,4/21/2016,Thu,670,175,74,110,0.00,2.78,1.66,3.65
5577150313,4/22/2016,Fri,823,200,30,62,0.00,3.30,0.79,2.42
5577150313,4/23/2016,Sat,627,223,24,24,0.00,4.14,0.36,1.21
5577150313,4/24/2016,Sun,425,141,65,210,0.00,1.98,2.15,7.65
5577150313,4/25/2016,Mon,743,214,38,61,0.00,2.76,0.67,1.35
5577150313,4/26/2016,Tue,759,181,32,38,0.00,2.47,0.65,0.85
5577150313,4/27/2016,Wed,773,190,16,63,0.00,2.93,0.40,1.81
5577150313,4/28/2016,Thu,692,141,51,99,0.00,3.01,1.17,3.25
5577150313,4/29/2016,Fri,739,165,36,97,0.00,2.47,0.61,2.84
5577150313,4/30/2016,Sat,621,163,45,207,0.00,2.61,0.79,5.83
5577150313,5/1/2016,Sun,499,178,72,194,0.00,3.24,1.44,5.31
5577150313,5/2/2016,Mon,732,235,20,37,0.00,4.07,0.35,1.12
5577150313,5/3/2016,Tue,580,212,8,97,0.00,3.57,0.15,4.52
5577150313,5/4/2016,Wed,631,141,9,25,0.00,2.08,0.25,1.56
5577150313,5/5/2016,Thu,1153,143,21,45,0.00,2.67,0.47,2.50
5577150313,5/6/2016,Fri,1304,79,16,41,0.00,1.45,0.32,1.93
5577150313,5/7/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
5577150313,5/8/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
5577150313,5/9/2016,Mon,1099,70,11,34,0.00,0.99,0.14,1.43
5577150313,5/10/2016,Tue,639,194,37,104,0.00,3.35,0.75,2.56
5577150313,5/11/2016,Wed,257,63,15,45,0.00,0.89,0.30,1.83
6117666160,4/12/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
6117666160,4/13/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
6117666160,4/14/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
6117666160,4/15/2016,Fri,921,513,6,0,0.00,10.30,0.28,0.00
6117666160,4/16/2016,Sat,502,518,15,7,0.00,9.48,0.85,0.58
6117666160,4/17/2016,Sun,702,312,0,0,0.00,5.40,0.00,0.00
6117666160,4/18/2016,Mon,759,241,0,0,0.00,3.89,0.00,0.00
6117666160,4/19/2016,Tue,425,480,0,0,0.00,8.41,0.00,0.00
6117666160,4/20/2016,Wed,587,349,10,26,0.00,5.52,0.48,2.03
6117666160,4/21/2016,Thu,579,294,19,11,0.00,5.62,0.40,0.98
6117666160,4/22/2016,Fri,413,402,0,0,0.00,6.20,0.00,0.00
6117666160,4/23/2016,Sat,468,512,0,0,0.00,8.68,0.00,0.00
6117666160,4/24/2016,Sun,711,362,0,0,0.00,5.76,0.00,0.00
6117666160,4/25/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
6117666160,4/26/2016,Tue,1077,352,7,0,0.00,6.87,0.34,0.00
6117666160,4/27/2016,Wed,417,458,0,0,0.00,7.11,0.00,0.00
6117666160,4/28/2016,Thu,758,141,0,0,0.00,2.60,0.00,0.00
6117666160,4/29/2016,Fri,479,461,0,0,0.00,7.24,0.00,0.00
6117666160,4/30/2016,Sat,1040,343,0,0,0.00,5.28,0.00,0.00
6117666160,5/1/2016,Sun,525,397,0,0,0.00,6.73,0.00,0.00
6117666160,5/2/2016,Mon,1204,236,0,0,0.00,3.73,0.00,0.00
6117666160,5/3/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
6117666160,5/4/2016,Wed,1279,156,0,0,0.00,2.26,0.00,0.00
6117666160,5/5/2016,Thu,479,487,0,0,0.00,7.40,0.00,0.00
6117666160,5/6/2016,Fri,673,133,0,0,0.00,2.68,0.00,0.00
6117666160,5/7/2016,Sat,456,412,0,0,0.00,5.54,0.00,0.00
6117666160,5/8/2016,Sun,517,318,0,0,0.00,5.53,0.00,0.00
6117666160,5/9/2016,Mon,125,197,0,0,0.00,3.38,0.00,0.00
6290855005,4/12/2016,Tue,1241,199,0,0,0.00,3.45,0.00,0.00
6290855005,4/13/2016,Wed,1090,350,0,0,0.01,5.39,0.00,0.00
6290855005,4/14/2016,Thu,1077,363,0,0,0.03,5.77,0.00,0.00
6290855005,4/15/2016,Fri,1112,328,0,0,0.01,7.17,0.00,0.00
6290855005,4/16/2016,Sat,1182,258,0,0,0.01,6.27,0.00,0.00
6290855005,4/17/2016,Sun,1172,225,12,31,0.00,4.00,0.79,1.14
6290855005,4/18/2016,Mon,1169,271,0,0,0.02,5.19,0.00,0.00
6290855005,4/19/2016,Tue,1119,321,0,0,0.01,5.39,0.00,0.00
6290855005,4/20/2016,Wed,1182,258,0,0,0.01,4.80,0.00,0.00
6290855005,4/21/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
6290855005,4/22/2016,Fri,1138,302,0,0,0.00,4.72,0.00,0.00
6290855005,4/23/2016,Sat,1407,0,0,33,0.00,0.00,0.00,0.00
6290855005,4/24/2016,Sun,1182,258,0,0,0.00,4.46,0.00,0.00
6290855005,4/25/2016,Mon,1180,249,3,8,0.01,5.03,0.18,0.68
6290855005,4/26/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
6290855005,4/27/2016,Wed,1153,287,0,0,0.03,4.18,0.00,0.00
6290855005,4/28/2016,Thu,1185,255,0,0,0.00,4.33,0.00,0.00
6290855005,4/29/2016,Fri,1440,0,0,0,0.00,0.00,0.00,0.00
6290855005,4/30/2016,Sat,1116,324,0,0,0.01,5.09,0.00,0.00
6290855005,5/1/2016,Sun,1055,282,95,8,0.02,4.00,2.75,0.66
6290855005,5/2/2016,Mon,1172,268,0,0,0.02,5.11,0.00,0.00
6290855005,5/3/2016,Tue,1200,240,0,0,0.00,4.57,0.00,0.00
6290855005,5/4/2016,Wed,1168,272,0,0,0.01,4.40,0.00,0.00
6290855005,5/5/2016,Thu,1201,239,0,0,0.00,4.79,0.00,0.00
6290855005,5/6/2016,Fri,1135,305,0,0,0.03,4.59,0.00,0.00
6290855005,5/7/2016,Sat,1213,227,0,0,0.00,4.16,0.00,0.00
6290855005,5/8/2016,Sun,1189,251,0,0,0.00,5.82,0.00,0.00
6290855005,5/9/2016,Mon,800,264,0,0,0.02,4.73,0.00,0.00
6290855005,5/10/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/12/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/13/2016,Wed,1053,85,18,17,0.00,1.22,0.58,1.11
6775888955,4/14/2016,Thu,863,105,24,14,0.00,1.97,0.86,0.87
6775888955,4/15/2016,Fri,976,58,0,0,0.00,0.92,0.00,0.00
6775888955,4/16/2016,Sat,1377,9,18,36,0.00,0.06,0.81,2.52
6775888955,4/17/2016,Sun,1392,19,24,5,0.00,0.31,1.13,0.35
6775888955,4/18/2016,Mon,1233,146,31,30,0.00,3.17,0.77,2.00
6775888955,4/19/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/20/2016,Wed,1079,178,113,70,0.00,2.22,1.74,3.77
6775888955,4/21/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/22/2016,Fri,1420,20,0,0,0.00,0.46,0.00,0.00
6775888955,4/23/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/24/2016,Sun,1400,11,18,11,0.00,0.15,0.62,0.77
6775888955,4/25/2016,Mon,1302,92,13,33,0.00,1.90,0.46,2.27
6775888955,4/26/2016,Tue,1321,47,30,42,0.00,0.73,0.87,3.48
6775888955,4/27/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/28/2016,Thu,1410,15,13,2,0.00,0.24,0.20,0.06
6775888955,4/29/2016,Fri,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,4/30/2016,Sat,1344,84,9,3,0.00,1.48,0.16,0.16
6775888955,5/1/2016,Sun,1347,50,34,9,0.00,0.68,0.62,0.48
6775888955,5/2/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,5/3/2016,Tue,1439,1,0,0,0.00,0.01,0.00,0.00
6775888955,5/4/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,5/5/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
6775888955,5/6/2016,Fri,1318,75,35,12,0.00,1.93,0.93,0.47
6775888955,5/7/2016,Sat,551,49,5,2,0.00,1.05,0.24,0.13
6962181067,4/12/2016,Tue,796,189,14,50,0.00,2.51,0.83,3.40
6962181067,4/13/2016,Wed,548,142,24,8,0.00,1.96,1.21,0.57
6962181067,4/14/2016,Thu,862,86,0,0,0.00,1.03,0.00,0.00
6962181067,4/15/2016,Fri,837,217,0,0,0.00,3.68,0.00,0.00
