id,date,day_of_week,steps_total
7086361926,4/15/2016,Fri,8585
7086361926,4/16/2016,Sat,31
7086361926,4/17/2016,Sun,0
7086361926,4/18/2016,Mon,9827
7086361926,4/19/2016,Tue,10688
7086361926,4/20/2016,Wed,14365
7086361926,4/21/2016,Thu,9469
7086361926,4/22/2016,Fri,9753
7086361926,4/23/2016,Sat,2817
7086361926,4/24/2016,Sun,3520
7086361926,4/25/2016,Mon,10091
7086361926,4/26/2016,Tue,10387
7086361926,4/27/2016,Wed,11107
7086361926,4/28/2016,Thu,11584
7086361926,4/29/2016,Fri,7881
7086361926,4/30/2016,Sat,14560
7086361926,5/1/2016,Sun,12390
7086361926,5/2/2016,Mon,10052
7086361926,5/3/2016,Tue,10288
7086361926,5/4/2016,Wed,10988
7086361926,5/5/2016,Thu,8564
7086361926,5/6/2016,Fri,12461
7086361926,5/7/2016,Sat,12827
7086361926,5/8/2016,Sun,10677
7086361926,5/9/2016,Mon,13566
7086361926,5/10/2016,Tue,14433
7086361926,5/11/2016,Wed,9572
7086361926,5/12/2016,Thu,3789
8053475328,4/12/2016,Tue,18060
8053475328,4/13/2016,Wed,16433
8053475328,4/14/2016,Thu,20159
8053475328,4/15/2016,Fri,20669
8053475328,4/16/2016,Sat,14549
8053475328,4/17/2016,Sun,18827
8053475328,4/18/2016,Mon,17076
8053475328,4/19/2016,Tue,15929
8053475328,4/20/2016,Wed,15108
8053475328,4/21/2016,Thu,16057
8053475328,4/22/2016,Fri,10520
8053475328,4/23/2016,Sat,22359
8053475328,4/24/2016,Sun,22988
8053475328,4/25/2016,Mon,20500
8053475328,4/26/2016,Tue,12685
8053475328,4/27/2016,Wed,12422
8053475328,4/28/2016,Thu,15447
8053475328,4/29/2016,Fri,12315
8053475328,4/30/2016,Sat,7135
8053475328,5/1/2016,Sun,1170
8053475328,5/2/2016,Mon,1969
8053475328,5/3/2016,Tue,15484
8053475328,5/4/2016,Wed,14581
8053475328,5/5/2016,Thu,14990
8053475328,5/6/2016,Fri,13953
8053475328,5/7/2016,Sat,19769
8053475328,5/8/2016,Sun,22026
8053475328,5/9/2016,Mon,12465
8053475328,5/10/2016,Tue,14810
8053475328,5/11/2016,Wed,12209
8053475328,5/12/2016,Thu,4998
8253242879,4/12/2016,Tue,9033
8253242879,4/13/2016,Wed,8053
8253242879,4/14/2016,Thu,5234
8253242879,4/15/2016,Fri,2672
8253242879,4/16/2016,Sat,9256
8253242879,4/17/2016,Sun,10204
8253242879,4/18/2016,Mon,5151
8253242879,4/19/2016,Tue,4212
8253242879,4/20/2016,Wed,6466
8253242879,4/21/2016,Thu,11268
8253242879,4/22/2016,Fri,2824
8253242879,4/23/2016,Sat,9282
8253242879,4/24/2016,Sun,8905
8253242879,4/25/2016,Mon,6829
8253242879,4/26/2016,Tue,4562
8253242879,4/27/2016,Wed,10232
8253242879,4/28/2016,Thu,2718
8253242879,4/29/2016,Fri,6260
8253242879,4/30/2016,Sat,0
8378563200,4/12/2016,Tue,7626
8378563200,4/13/2016,Wed,12386
8378563200,4/14/2016,Thu,13318
8378563200,4/15/2016,Fri,14461
8378563200,4/16/2016,Sat,11207
8378563200,4/17/2016,Sun,2132
8378563200,4/18/2016,Mon,13630
8378563200,4/19/2016,Tue,13070
8378563200,4/20/2016,Wed,9388
8378563200,4/21/2016,Thu,15148
8378563200,4/22/2016,Fri,12200
8378563200,4/23/2016,Sat,5709
8378563200,4/24/2016,Sun,3703
8378563200,4/25/2016,Mon,12405
8378563200,4/26/2016,Tue,16208
8378563200,4/27/2016,Wed,7359
8378563200,4/28/2016,Thu,5417
8378563200,4/29/2016,Fri,6175
8378563200,4/30/2016,Sat,2946
8378563200,5/1/2016,Sun,11419
8378563200,5/2/2016,Mon,6064
8378563200,5/3/2016,Tue,8712
8378563200,5/4/2016,Wed,7875
8378563200,5/5/2016,Thu,8567
8378563200,5/6/2016,Fri,7045
8378563200,5/7/2016,Sat,4468
8378563200,5/8/2016,Sun,2943
8378563200,5/9/2016,Mon,8382
8378563200,5/10/2016,Tue,6582
8378563200,5/11/2016,Wed,9143
8378563200,5/12/2016,Thu,4561
8583815059,4/12/2016,Tue,5014
8583815059,4/13/2016,Wed,5571
8583815059,4/14/2016,Thu,3135
8583815059,4/15/2016,Fri,3430
8583815059,4/16/2016,Sat,5319
8583815059,4/17/2016,Sun,3008
8583815059,4/18/2016,Mon,3864
8583815059,4/19/2016,Tue,5697
8583815059,4/20/2016,Wed,5273
8583815059,4/21/2016,Thu,8538
8583815059,4/22/2016,Fri,8687
8583815059,4/23/2016,Sat,9423
8583815059,4/24/2016,Sun,8286
8583815059,4/25/2016,Mon,4503
8583815059,4/26/2016,Tue,10499
8583815059,4/27/2016,Wed,12474
8583815059,4/28/2016,Thu,6174
8583815059,4/29/2016,Fri,15168
8583815059,4/30/2016,Sat,10085
8583815059,5/1/2016,Sun,4512
8583815059,5/2/2016,Mon,8469
8583815059,5/3/2016,Tue,12015
8583815059,5/4/2016,Wed,3588
8583815059,5/5/2016,Thu,12427
8583815059,5/6/2016,Fri,5843
8583815059,5/7/2016,Sat,6117
8583815059,5/8/2016,Sun,9217
8583815059,5/9/2016,Mon,9877
8583815059,5/10/2016,Tue,8240
8583815059,5/11/2016,Wed,8701
8583815059,5/12/2016,Thu,0
8792009665,4/12/2016,Tue,2564
8792009665,4/13/2016,Wed,1320
8792009665,4/14/2016,Thu,1219
8792009665,4/15/2016,Fri,2483
8792009665,4/16/2016,Sat,244
8792009665,4/17/2016,Sun,0
8792009665,4/18/2016,Mon,0
8792009665,4/19/2016,Tue,0
8792009665,4/20/2016,Wed,3147
8792009665,4/21/2016,Thu,144
8792009665,4/22/2016,Fri,4068
8792009665,4/23/2016,Sat,5245
8792009665,4/24/2016,Sun,400
8792009665,4/25/2016,Mon,0
8792009665,4/26/2016,Tue,1321
8792009665,4/27/2016,Wed,1758
8792009665,4/28/2016,Thu,6157
8792009665,4/29/2016,Fri,8360
8792009665,4/30/2016,Sat,7174
8792009665,5/1/2016,Sun,1619
8792009665,5/2/2016,Mon,1831
8792009665,5/3/2016,Tue,2421
8792009665,5/4/2016,Wed,2283
8792009665,5/5/2016,Thu,0
8792009665,5/6/2016,Fri,0
8792009665,5/7/2016,Sat,0
8792009665,5/8/2016,Sun,0
8792009665,5/9/2016,Mon,0
8792009665,5/10/2016,Tue,0
8877689391,4/12/2016,Tue,23186
8877689391,4/13/2016,Wed,15337
8877689391,4/14/2016,Thu,21129
8877689391,4/15/2016,Fri,13422
8877689391,4/16/2016,Sat,29326
8877689391,4/17/2016,Sun,15118
8877689391,4/18/2016,Mon,11423
8877689391,4/19/2016,Tue,18785
8877689391,4/20/2016,Wed,19948
8877689391,4/21/2016,Thu,19377
8877689391,4/22/2016,Fri,18258
8877689391,4/23/2016,Sat,11200
8877689391,4/24/2016,Sun,16674
8877689391,4/25/2016,Mon,12986
8877689391,4/26/2016,Tue,11101
8877689391,4/27/2016,Wed,23629
8877689391,4/28/2016,Thu,14890
8877689391,4/29/2016,Fri,9733
8877689391,4/30/2016,Sat,27745
8877689391,5/1/2016,Sun,10930
8877689391,5/2/2016,Mon,4790
8877689391,5/3/2016,Tue,10818
8877689391,5/4/2016,Wed,18193
8877689391,5/5/2016,Thu,14055
8877689391,5/6/2016,Fri,21727
8877689391,5/7/2016,Sat,12332
8877689391,5/8/2016,Sun,10686
8877689391,5/9/2016,Mon,20226
8877689391,5/10/2016,Tue,10733
8877689391,5/11/2016,Wed,21420
8877689391,5/12/2016,Thu,8064
