"id","date","day_of_week","sedentary_minutes","lightly_active_minutes","fairly_active_minutes","very_active_minutes","sedentary_active_distance","light_active_distance","moderately_active_distance","very_active_distance","calories","total_steps","total_distance","tracker_distance","logged_activities_distance","steps_total","total_sleep_records","total_minutes_asleep","total_time_in_bed"
4702921684,"5/12/2016","Thu",241,68,0,0,0,2.23,0,0,1240,2752,2.23,2.23,0,2752,1,404,442
4702921684,"5/3/2016","Tue",729,313,0,0,0,7.67,0,0,3145,9454,7.67,7.67,0,9454,1,327,373
4702921684,"5/4/2016","Wed",757,251,15,4,0,5.54,0.73,0.34,3004,8161,6.62,6.62,0,8161,1,412,434
4702921684,"5/5/2016","Thu",745,241,5,8,0,6.09,0.22,0.67,3006,8614,6.99,6.99,0,8614,1,414,428
4702921684,"5/6/2016","Fri",682,207,16,1,0,4.87,0.66,0.08,2859,6943,5.63,5.63,0,6943,1,404,449
4702921684,"5/7/2016","Sat",577,439,46,5,0,8.97,2.31,0.37,3683,14370,11.65,11.65,0,14370,1,520,543
4702921684,"5/9/2016","Mon",746,253,12,0,0,6.1,0.57,0,2990,8232,6.68,6.68,0,8232,1,435,458
5553957443,"4/12/2016","Tue",767,277,13,19,0,5.41,0.79,1.37,2026,11596,7.57,7.57,0,11596,1,441,464
5553957443,"4/13/2016","Wed",647,226,0,0,0,3.16,0,0,1718,4832,3.16,3.16,0,4832,2,455,488
5553957443,"4/14/2016","Thu",693,256,41,61,0,4.67,2.45,4,2324,17022,11.12,11.12,0,17022,1,357,418
5553957443,"4/15/2016","Fri",689,239,38,58,0,4.71,1.98,4.16,2254,16556,10.86,10.86,0,16556,1,377,409
5553957443,"4/16/2016","Sat",521,288,0,0,0,3.77,0,0,1831,5771,3.77,3.77,0,5771,2,651,686
5553957443,"4/17/2016","Sun",943,46,0,0,0,0.43,0,0,1397,655,0.43,0.43,0,655,1,350,402
5553957443,"4/18/2016","Mon",622,206,0,0,0,2.43,0,0,1683,3727,2.43,2.43,0,3727,2,520,541
5553957443,"4/19/2016","Tue",756,249,28,69,0,4.18,1.66,4.28,2284,15482,10.11,10.11,0,15482,1,357,410
5553957443,"4/20/2016","Wed",598,148,0,0,0,1.77,0,0,1570,2713,1.77,1.77,0,2713,1,658,678
5553957443,"4/21/2016","Thu",801,177,42,47,0,2.96,2.16,2.95,2066,12346,8.06,8.06,0,12346,1,399,431
5553957443,"4/22/2016","Fri",781,270,16,25,0,5.6,0.63,1.38,2105,11682,7.63,7.63,0,11682,1,322,353
5553957443,"4/23/2016","Sat",443,272,0,0,0,2.68,0,0,1776,4112,2.69,2.69,0,4112,2,631,725
5553957443,"4/24/2016","Sun",582,104,0,0,0,1.18,0,0,1507,1807,1.18,1.18,0,1807,2,553,640
5553957443,"4/25/2016","Mon",732,201,11,51,0,3.69,0.57,2.93,2033,10946,7.19,7.19,0,10946,1,433,468
5553957443,"4/26/2016","Tue",750,238,18,40,0,4.46,0.93,2.37,2093,11886,7.76,7.76,0,11886,1,412,453
5553957443,"4/27/2016","Wed",745,206,16,16,0,4.74,1,1.14,1922,10538,6.88,6.88,0,10538,1,347,391
5553957443,"4/28/2016","Thu",727,165,13,49,0,3.17,0.75,3.71,1999,11393,7.63,7.63,0,11393,1,421,457
5553957443,"4/29/2016","Fri",709,270,15,46,0,4.91,0.64,2.79,2169,12764,8.33,8.33,0,12764,1,450,495
5553957443,"4/30/2016","Sat",506,84,0,0,0,0.78,0,0,1463,1202,0.78,0.78,0,1202,2,775,843
5553957443,"5/1/2016","Sun",436,237,0,0,0,3.37,0,0,1747,5164,3.37,3.37,0,5164,2,622,686
5553957443,"5/10/2016","Tue",707,265,40,61,0,5.2,1.61,3.87,2335,16358,10.71,10.71,0,16358,1,418,443
5553957443,"5/11/2016","Wed",628,195,0,0,0,3.22,0,0,1693,4926,3.22,3.22,0,4926,1,463,486
5553957443,"5/12/2016","Thu",222,48,6,8,0,1.06,0.4,0.58,741,3121,2.04,2.04,0,3121,1,438,475
5553957443,"5/2/2016","Mon",724,227,9,23,0,4.9,0.41,1.06,1996,9769,6.38,6.38,0,9769,1,409,471
5553957443,"5/3/2016","Tue",812,247,29,26,0,5.68,1.2,1.5,2116,12848,8.39,8.39,0,12848,1,380,429
5553957443,"5/4/2016","Wed",651,224,0,0,0,2.77,0,0,1698,4249,2.77,2.77,0,4249,1,447,470
5553957443,"5/5/2016","Thu",692,241,29,44,0,4.43,1.66,3.43,2156,14331,9.51,9.51,0,14331,1,419,464
5553957443,"5/6/2016","Fri",761,229,9,21,0,4.23,0.54,1.52,1916,9632,6.29,6.29,0,9632,1,400,434
5553957443,"5/7/2016","Sat",902,96,0,0,0,1.22,0,0,1494,1868,1.22,1.22,0,1868,1,442,470
5553957443,"5/8/2016","Sun",505,210,8,3,0,3.3,0.47,0.22,1762,6083,4,4,0,6083,1,568,608
5553957443,"5/9/2016","Mon",667,251,22,59,0,4.56,0.89,2.13,2272,11611,7.58,7.58,0,11611,1,453,494
5577150313,"4/12/2016","Tue",728,140,16,86,0,2.1,0.38,3.6,3405,8135,6.08,6.08,0,8135,1,419,438
5577150313,"4/13/2016","Wed",776,144,11,15,0,3.25,0.22,0.32,2551,5077,3.79,3.79,0,5077,1,432,458
5577150313,"4/14/2016","Thu",662,176,30,118,0,2.78,0.31,3.33,4022,8596,6.42,6.42,0,8596,1,477,497
5577150313,"4/15/2016","Fri",695,199,54,115,0,3.56,1.6,3.92,4005,12087,9.08,9.08,0,12087,1,392,413
5577150313,"4/16/2016","Sat",472,158,56,184,0,2.73,1.28,6.64,4274,14269,10.66,10.66,0,14269,1,406,445
5577150313,"4/17/2016","Sun",525,159,37,200,0,2.32,0.83,5.98,4552,12231,9.14,9.14,0,12231,1,549,583
5577150313,"4/18/2016","Mon",623,130,32,114,0,1.82,0.72,4.86,3625,9893,7.39,7.39,0,9893,1,527,553
5577150313,"4/19/2016","Tue",733,111,23,108,0,1.76,0.64,7.02,3501,12574,9.42,9.42,0,12574,1,449,465
5577150313,"4/20/2016","Wed",773,113,16,87,0,1.76,0.34,4.12,3192,8330,6.22,6.22,0,8330,1,447,480
5577150313,"4/21/2016","Thu",670,175,74,110,0,2.78,1.66,3.65,4018,10830,8.09,8.09,0,10830,1,414,437
5577150313,"4/22/2016","Fri",823,200,30,62,0,3.3,0.79,2.42,3329,9172,6.85,6.85,0,9172,1,338,366
5577150313,"4/23/2016","Sat",627,223,24,24,0,4.14,0.36,1.21,3152,7638,5.71,5.71,0,7638,1,384,402
5577150313,"4/24/2016","Sun",425,141,65,210,0,1.98,2.15,7.65,4392,15764,11.78,11.78,0,15764,1,543,615
5577150313,"4/25/2016","Mon",743,214,38,61,0,2.76,0.67,1.35,3374,6393,4.78,4.78,0,6393,1,421,461
5577150313,"4/26/2016","Tue",759,181,32,38,0,2.47,0.65,0.85,3088,5325,3.98,3.98,0,5325,1,354,377
5577150313,"4/27/2016","Wed",773,190,16,63,0,2.93,0.4,1.81,3294,6805,5.14,5.14,0,6805,1,424,452
5577150313,"4/28/2016","Thu",692,141,51,99,0,3.01,1.17,3.25,3580,9841,7.43,7.43,0,9841,1,361,372
5577150313,"4/29/2016","Fri",739,165,36,97,0,2.47,0.61,2.84,3544,7924,5.92,5.92,0,7924,1,459,485
5577150313,"4/30/2016","Sat",621,163,45,207,0,2.61,0.79,5.83,4501,12363,9.24,9.24,0,12363,1,412,433
5577150313,"5/1/2016","Sun",499,178,72,194,0,3.24,1.44,5.31,4546,13368,9.99,9.99,0,13368,1,379,398
5577150313,"5/10/2016","Tue",639,194,37,104,0,3.35,0.75,2.56,3841,8869,6.65,6.65,0,8869,1,504,562
5577150313,"5/11/2016","Wed",257,63,15,45,0,0.89,0.3,1.83,1665,4038,3.04,3.04,0,4038,1,431,476
5577150313,"5/2/2016","Mon",732,235,20,37,0,4.07,0.35,1.12,3014,7439,5.56,5.56,0,7439,2,525,553
5577150313,"5/3/2016","Tue",580,212,8,97,0,3.57,0.15,4.52,3795,11045,8.25,8.25,0,11045,1,508,543
5577150313,"5/4/2016","Wed",631,141,9,25,0,2.08,0.25,1.56,2755,5206,3.89,3.89,0,5206,1,603,634
5577150313,"5/5/2016","Thu",1153,143,21,45,0,2.67,0.47,2.5,3004,7550,5.64,5.64,0,7550,1,74,78
6117666160,"4/16/2016","Sat",502,518,15,7,0,9.48,0.85,0.58,2828,14450,10.91,10.91,0,14450,1,380,398
6117666160,"4/17/2016","Sun",702,312,0,0,0,5.4,0,0,2225,7150,5.4,5.4,0,7150,2,336,350
6117666160,"4/18/2016","Mon",759,241,0,0,0,3.89,0,0,2018,5153,3.91,3.91,0,5153,2,493,510
6117666160,"4/19/2016","Tue",425,480,0,0,0,8.41,0,0,2606,11135,8.41,8.41,0,11135,1,465,492
6117666160,"4/20/2016","Wed",587,349,10,26,0,5.52,0.48,2.03,2536,10449,8.02,8.02,0,10449,1,474,502
6117666160,"4/21/2016","Thu",579,294,19,11,0,5.62,0.4,0.98,4900,19542,15.01,15.01,0,19542,1,508,550
6117666160,"4/22/2016","Fri",413,402,0,0,0,6.2,0,0,2409,8206,6.2,6.2,0,8206,1,480,546
6117666160,"4/23/2016","Sat",468,512,0,0,0,8.68,0,0,2651,11495,8.68,8.68,0,11495,1,492,539
6117666160,"4/24/2016","Sun",711,362,0,0,0,5.76,0,0,2305,7623,5.76,5.76,0,7623,1,353,367
6117666160,"4/27/2016","Wed",417,458,0,0,0,7.11,0,0,2576,9411,7.11,7.11,0,9411,1,542,557
6117666160,"4/28/2016","Thu",758,141,0,0,0,2.6,0,0,1879,3403,2.6,2.6,0,3403,1,393,416
6117666160,"4/29/2016","Fri",479,461,0,0,0,7.24,0,0,2560,9592,7.24,7.24,0,9592,1,600,636
6117666160,"5/1/2016","Sun",525,397,0,0,0,6.73,0,0,2361,8915,6.73,6.73,0,8915,1,507,575
6117666160,"5/5/2016","Thu",479,487,0,0,0,7.4,0,0,2636,9799,7.4,7.4,0,9799,1,392,415
6117666160,"5/6/2016","Fri",673,133,0,0,0,2.68,0,0,1838,3365,2.68,2.68,0,3365,2,658,698
6117666160,"5/7/2016","Sat",456,412,0,0,0,5.54,0,0,2469,7336,5.54,5.54,0,7336,2,498,507
6117666160,"5/8/2016","Sun",517,318,0,0,0,5.53,0,0,2250,7328,5.53,5.53,0,7328,1,555,603
6117666160,"5/9/2016","Mon",125,197,0,0,0,3.38,0,0,1248,4477,3.38,3.38,0,4477,1,492,522
6775888955,"4/13/2016","Wed",1053,85,18,17,0,1.22,0.58,1.11,2400,4053,2.91,2.91,0,4053,1,235,260
6775888955,"4/14/2016","Thu",863,105,24,14,0,1.97,0.86,0.87,2507,5162,3.7,3.7,0,5162,1,423,441
6775888955,"4/15/2016","Fri",976,58,0,0,0,0.92,0,0,2127,1282,0.92,0.92,0,1282,1,391,406
6962181067,"4/12/2016","Tue",796,189,14,50,0,2.51,0.83,3.4,1994,10199,6.74,6.74,0,10199,1,366,387
6962181067,"4/13/2016","Wed",548,142,24,8,0,1.96,1.21,0.57,1718,5652,3.74,3.74,0,5652,3,630,679
6962181067,"4/14/2016","Thu",862,86,0,0,0,1.03,0,0,1466,1551,1.03,1.03,0,1551,2,508,535
6962181067,"4/15/2016","Fri",837,217,0,0,0,3.68,0,0,1756,5563,3.68,3.68,0,5563,1,370,386
6962181067,"4/16/2016","Sat",741,280,3,50,0,4.88,0.19,3.66,2173,13217,8.74,8.74,0,13217,1,357,366
6962181067,"4/17/2016","Sun",634,295,13,5,0,5.69,0.68,0.33,2027,10145,6.71,6.71,0,10145,1,427,446
6962181067,"4/18/2016","Mon",689,238,42,13,0,4.32,2.39,0.83,2039,11404,7.54,7.54,0,11404,1,442,458
6962181067,"4/19/2016","Tue",659,195,41,35,0,2.87,2.13,2.1,2046,10742,7.1,7.1,0,10742,1,476,535
6962181067,"4/20/2016","Wed",639,297,4,48,0,5.09,0.19,4.28,2174,13928,9.55,9.55,0,13928,1,418,424
6962181067,"4/21/2016","Thu",708,214,27,53,0.11,3.51,2.1,3.99,2179,11835,9.71,7.88,4.08,11835,1,451,457
6962181067,"4/22/2016","Fri",659,240,33,30,0,3.77,1.55,1.77,2086,10725,7.09,7.09,0,10725,1,425,435
6962181067,"4/23/2016","Sat",484,347,41,58,0,7.04,2,4.2,2571,20031,13.24,13.24,0,20031,1,528,546
6962181067,"4/24/2016","Sun",720,199,0,0,0,3.32,0,0,1705,5029,3.32,3.32,0,5029,1,511,514
6962181067,"4/25/2016","Mon",637,282,31,35,0.1,4.46,1.68,3.02,2194,13239,9.27,9.08,2.79,13239,1,400,415
6962181067,"4/26/2016","Tue",680,254,7,36,0,3.9,0.42,2.58,2012,10433,6.9,6.9,0,10433,1,441,446
6962181067,"4/27/2016","Wed",697,279,38,7,0,4.25,2.02,0.55,2034,10320,6.82,6.82,0,10320,1,455,467
6962181067,"4/28/2016","Thu",621,288,8,38,0,5.59,0.24,2.51,2182,12627,8.35,8.35,0,12627,1,440,453
6962181067,"4/29/2016","Fri",645,369,15,12,0,5.81,0.48,0.82,2254,10762,7.11,7.11,0,10762,1,433,447
6962181067,"4/30/2016","Sat",731,237,16,32,0,3.67,0.76,2.24,2002,10081,6.66,6.66,0,10081,1,422,424
6962181067,"5/1/2016","Sun",722,215,0,0,0,3.61,0,0,1740,5454,3.61,3.61,0,5454,1,411,426
6962181067,"5/10/2016","Tue",626,275,34,62,0,4.99,1.75,3.47,2361,15448,10.21,10.21,0,15448,1,469,481
6962181067,"5/11/2016","Wed",709,199,7,24,0,2.65,0.31,1.49,1855,6722,4.44,4.44,0,6722,1,452,480
6962181067,"5/12/2016","Thu",127,105,8,0,0,2.11,0.25,0,928,3587,2.37,2.37,0,3587,1,516,535
6962181067,"5/2/2016","Mon",655,313,39,18,0,5.34,2,1.2,2162,12912,8.54,8.54,0,12912,1,466,482
6962181067,"5/3/2016","Tue",654,267,36,21,0,4.33,2.04,1.74,2072,12109,8.12,8.12,0,12109,1,394,418
6962181067,"5/4/2016","Wed",683,284,36,15,0,4.55,1.68,0.47,2086,10147,6.71,6.71,0,10147,1,442,455
6962181067,"5/5/2016","Thu",591,305,22,14,0,4.81,1.16,0.99,2066,10524,6.96,6.96,0,10524,1,467,491
6962181067,"5/6/2016","Fri",717,299,0,0,0,3.91,0,0,1850,5908,3.91,3.91,0,5908,1,443,462
6962181067,"5/7/2016","Sat",745,328,0,0,0,4.5,0,0,1947,6815,4.5,4.5,0,6815,1,298,334
6962181067,"5/8/2016","Sun",709,151,14,0,0,2.25,0.52,0,1659,4188,2.77,2.77,0,4188,1,541,569
6962181067,"5/9/2016","Mon",607,231,21,43,0,3.65,1.18,3.9,2105,12342,8.72,8.68,3.17,12342,1,489,497
7007744171,"4/16/2016","Sat",1155,203,0,0,0,3.1,0,0,2076,4631,3.1,3.1,0,4631,1,79,82
7007744171,"5/1/2016","Sun",1142,237,0,0,0,3.75,0,0,2225,5600,3.75,3.75,0,5600,1,58,61
7086361926,"4/12/2016","Tue",745,153,6,59,0,2.97,0.15,5.27,2772,11317,8.41,8.41,0,11317,1,514,525
7086361926,"4/13/2016","Wed",744,155,26,31,0,2.84,0.21,0.56,2516,5813,3.62,3.62,0,5813,1,451,465
7086361926,"4/14/2016","Thu",787,189,32,35,0,3.66,0.33,2.03,2734,9123,6.12,6.12,0,9123,1,472,476
7086361926,"4/15/2016","Fri",864,139,21,30,0,2.53,1.11,2.04,2395,8585,5.67,5.67,0,8585,1,377,386
7086361926,"4/19/2016","Tue",671,124,69,67,0,2.51,1.23,3.53,2944,10688,7.29,7.29,0,10688,1,472,483
7086361926,"4/20/2016","Wed",797,145,13,87,0,2.54,0.45,7.64,2997,14365,10.64,10.64,0,14365,1,492,502
7086361926,"4/21/2016","Thu",758,206,6,19,0,4.51,0.3,1.36,2463,9469,6.18,6.18,0,9469,1,390,411
7086361926,"4/22/2016","Fri",762,153,59,58,0,2.67,0.97,2.87,2846,9753,6.53,6.53,0,9753,1,428,448
7086361926,"4/24/2016","Sun",566,125,0,0,0,2.15,0,0,2049,3520,2.16,2.16,0,3520,1,681,704
7086361926,"4/25/2016","Mon",706,129,39,69,0,2.37,0.7,3.75,2752,10091,6.82,6.82,0,10091,1,446,447
7086361926,"4/26/2016","Tue",726,132,33,70,0,2.12,0.77,4.16,2781,10387,7.07,7.07,0,10387,1,485,500
7086361926,"4/27/2016","Wed",829,145,6,55,0,2.53,0.18,5.63,2693,11107,8.34,8.34,0,11107,1,469,479
7086361926,"4/28/2016","Thu",810,161,48,54,0,3.36,1.64,2.79,2862,11584,7.8,7.8,0,11584,1,354,367
7086361926,"4/30/2016","Sat",584,308,17,42,0,5.24,1.04,3.12,2995,14560,9.41,9.41,0,14560,1,485,489
7086361926,"5/1/2016","Sun",685,258,15,30,0,4.85,0.9,2.3,2730,12390,8.07,8.07,0,12390,1,388,407
7086361926,"5/11/2016","Wed",757,128,40,57,0,2.23,1.39,2.89,2735,9572,6.52,6.52,0,9572,1,451,463
7086361926,"5/12/2016","Thu",343,58,4,5,0,1.89,0.27,0.38,1199,3789,2.56,2.56,0,3789,1,444,457
7086361926,"5/2/2016","Mon",737,139,26,66,0,2.66,0.66,3.48,2754,10052,6.81,6.81,0,10052,1,440,459
7086361926,"5/3/2016","Tue",761,152,36,57,0,3.16,0.85,2.74,2754,10288,6.76,6.76,0,10288,1,456,461
7086361926,"5/4/2016","Wed",843,135,12,45,0,2.9,0.12,5.28,2655,10988,8.31,8.31,0,10988,1,420,436
7086361926,"5/6/2016","Fri",834,154,35,84,0,3.12,1.43,3.82,2924,12461,8.38,8.38,0,12461,1,322,333
7086361926,"5/7/2016","Sat",621,209,42,20,0,4.68,2.33,1.46,2739,12827,8.48,8.48,0,12827,1,530,548
7086361926,"5/8/2016","Sun",695,147,27,32,0,3.25,1.53,2.31,2534,10677,7.1,7.1,0,10677,1,481,510
7086361926,"5/9/2016","Mon",743,171,50,67,0,3.12,1.71,4.26,2960,13566,9.11,9.11,0,13566,1,427,438
8053475328,"4/20/2016","Wed",695,158,5,89,0,2.38,0.23,9.58,3043,15108,12.19,12.19,0,15108,1,486,493
8053475328,"4/23/2016","Sat",741,223,14,125,0,4.02,0.63,12.54,3554,22359,17.19,17.19,0,22359,1,331,337
8053475328,"5/7/2016","Sat",1076,148,20,121,0,2.35,0.88,12.44,3331,19769,15.67,15.67,0,19769,1,74,75
8378563200,"4/12/2016","Tue",723,156,15,65,0,4.5,0.71,0.83,3635,7626,6.05,6.05,2.25,7626,1,338,356
8378563200,"4/13/2016","Wed",680,169,14,116,0,4.21,0.65,4.96,4079,12386,9.82,9.82,2.09,12386,2,447,487
8378563200,"4/14/2016","Thu",699,174,21,123,0,3.91,1.03,5.62,4163,13318,10.56,10.56,2.25,13318,1,424,455
8378563200,"4/15/2016","Fri",729,190,23,60,0,5.41,1.15,4.91,3666,14461,11.47,11.47,0,14461,1,513,533
8378563200,"4/16/2016","Sat",563,142,21,64,0,2.44,1.07,5.37,3363,11207,8.89,8.89,0,11207,2,611,689
8378563200,"4/17/2016","Sun",599,93,0,0,0,1.69,0,0,2572,2132,1.69,1.69,0,2132,2,525,591
8378563200,"4/18/2016","Mon",720,174,10,117,0,5.2,0.56,5.05,4157,13630,10.81,10.81,2.09,13630,1,398,451
8378563200,"4/19/2016","Tue",737,154,19,120,0,4.18,0.88,5.3,4092,13070,10.36,10.36,2.25,13070,1,387,421
8378563200,"4/20/2016","Wed",763,169,8,82,0,4.78,0.44,2.23,3787,9388,7.44,7.44,2.09,9388,1,381,409
8378563200,"4/21/2016","Thu",677,145,16,137,0,4.29,0.82,6.9,4236,15148,12.01,12.01,2.25,15148,1,396,417
8378563200,"4/22/2016","Fri",769,159,12,113,0,4.18,0.59,4.91,4044,12200,9.67,9.67,2.09,12200,1,441,469
8378563200,"4/23/2016","Sat",740,136,10,19,0,2.48,0.52,1.52,2908,5709,4.53,4.53,0,5709,1,565,591
8378563200,"4/24/2016","Sun",734,135,0,0,0,2.94,0,0,2741,3703,2.94,2.94,0,3703,1,458,492
8378563200,"4/25/2016","Mon",692,141,16,117,0,3.92,0.87,5.05,4005,12405,9.84,9.84,2.09,12405,1,388,402
8378563200,"4/26/2016","Tue",593,161,18,90,0,4.42,0.92,7.51,3763,16208,12.85,12.85,0,16208,1,550,584
8378563200,"4/27/2016","Wed",676,192,4,4,0,5.33,0.18,0.33,3061,7359,5.84,5.84,0,7359,1,531,600
8378563200,"4/28/2016","Thu",711,139,10,11,0,2.91,0.49,0.9,2884,5417,4.3,4.3,0,5417,1,506,556
8378563200,"4/29/2016","Fri",767,172,7,3,0,4.27,0.36,0.25,2982,6175,4.9,4.9,0,6175,1,527,562
8378563200,"4/30/2016","Sat",780,121,0,0,0,2.34,0,0,2660,2946,2.34,2.34,0,2946,1,468,555
8378563200,"5/1/2016","Sun",669,127,10,71,0,2.47,0.56,6.03,3369,11419,9.06,9.06,0,11419,1,475,539
8378563200,"5/10/2016","Tue",840,152,13,63,0,3.92,0.64,0.66,3586,6582,5.22,5.22,2.25,6582,1,342,391
8378563200,"5/11/2016","Wed",763,184,10,72,0,5.27,0.59,1.39,3788,9143,7.25,7.25,2.09,9143,1,368,387
8378563200,"5/12/2016","Thu",433,102,6,8,0,2.69,0.27,0.65,1976,4561,3.62,3.62,0,4561,1,496,546
8378563200,"5/2/2016","Mon",802,142,4,63,0,4.01,0.17,0.63,3491,6064,4.81,4.81,2.09,6064,1,351,385
8378563200,"5/3/2016","Tue",822,195,20,71,0,4.5,1.06,1.34,3784,8712,6.91,6.91,2.25,8712,1,405,429
8378563200,"5/4/2016","Wed",680,167,10,19,0,4.2,0.49,1.56,3110,7875,6.24,6.24,0,7875,1,441,477
8378563200,"5/5/2016","Thu",764,214,3,66,0,5.74,0.16,0.89,3783,8567,6.79,6.79,2.25,8567,1,381,417
8378563200,"5/6/2016","Fri",831,166,5,74,0,3.78,0.25,1.55,3644,7045,5.59,5.59,2.09,7045,1,323,355
8378563200,"5/7/2016","Sat",851,158,0,0,0,3.54,0,0,2799,4468,3.54,3.54,0,4468,2,459,513
8378563200,"5/8/2016","Sun",621,139,0,0,0,2.33,0,0,2685,2943,2.33,2.33,0,2943,1,545,606
8378563200,"5/9/2016","Mon",772,171,13,71,0,4.72,0.66,1.27,3721,8382,6.65,6.65,2.09,8382,1,359,399
8792009665,"4/12/2016","Tue",831,116,0,0,0,1.64,0,0,2044,2564,1.64,1.64,0,2564,1,458,493
8792009665,"4/13/2016","Wed",806,82,0,0,0,0.84,0,0,1934,1320,0.84,0.84,0,1320,1,531,552
8792009665,"4/14/2016","Thu",853,84,0,0,0,0.78,0,0,1963,1219,0.78,0.78,0,1219,1,486,503
8792009665,"4/15/2016","Fri",937,126,0,0,0,1.59,0,0,2009,2483,1.59,1.59,0,2483,1,363,377
8792009665,"4/20/2016","Wed",744,139,10,0,0,1.74,0.28,0,2188,3147,2.01,2.01,0,3147,1,528,547
8792009665,"4/22/2016","Fri",817,195,20,1,0,2.27,0.28,0.05,2419,4068,2.6,2.6,0,4068,1,391,407
8792009665,"4/23/2016","Sat",795,232,45,8,0,2.75,0.44,0.16,2748,5245,3.36,3.36,0,5245,1,339,360
8792009665,"4/27/2016","Wed",900,112,0,0,0,1.13,0,0,2067,1758,1.13,1.13,0,1758,1,423,428
8792009665,"4/28/2016","Thu",714,310,0,0,0,3.94,0,0,2780,6157,3.94,3.94,0,6157,1,402,416
8792009665,"4/29/2016","Fri",634,380,14,6,0,4.93,0.28,0.14,3101,8360,5.35,5.35,0,8360,1,398,406
8792009665,"4/30/2016","Sat",749,301,20,10,0,3.91,0.36,0.33,2896,7174,4.59,4.59,0,7174,1,343,360
8792009665,"5/1/2016","Sun",834,79,0,0,0,1.04,0,0,1962,1619,1.04,1.04,0,1619,1,503,527
8792009665,"5/2/2016","Mon",916,101,0,0,0,1.17,0,0,2015,1831,1.17,1.17,0,1831,1,415,423
8792009665,"5/3/2016","Tue",739,156,0,0,0,1.55,0,0,2297,2421,1.55,1.55,0,2421,1,516,545
8792009665,"5/4/2016","Wed",848,129,0,0,0,1.46,0,0,2067,2283,1.46,1.46,0,2283,1,439,463
